source,text
"সেখানেই প্রাণ হারালেন ন'বছর বয়সী দুটো যমজ বাচ্চার মা, বারান।","এখানেই নয় বছর বয়সী দুই জমজ বাচ্চার মা, বারান।"
গত দুসপ্তাহে তেলের দাম পড়েছে প্রায় ১৫ শতাংশ।,গত দুই সপ্তাহে তেলের মূল্য প্রায় ১৫ শতাংশ কমে গেছে।
তারা এই ভাষার ব্যবহার করে স্বাধীনভাবে সুর ও অভিব্যক্তি প্রকাশ করতে পারে।,তারা স্বচ্ছন্দে সুর ও ভাব প্রকাশের জন্য এ ভাষা ব্যবহার করতে পারে।
কিন্তু কেই দ্বীপের এই বিকট দর্শন মৎস্যকন্যার গল্প কেউই বিশ্বাস করেনি।,"কিন্তু কেউ মৎসকন্যার গল্প বিশ্বাস করেনি, দ্বীপের ভয়ঙ্কর দর্শনীয় স্থান।"
তার পরিচালনায় সর্বশেষ সিনেমা ছিল 'ঘেটুপুত্র কমলা'।,"তাঁর পরিচালিত শেষ চলচ্চিত্র ছিল ""গেতুপুত্র কমলা""।"
সেজন্য মনোনয়নপত্র নেয়া হয়েছে এবং মনোনয়ন পত্র দাখিলও করা হবে।,তাই মনোনয়নপত্র গৃহীত হয়েছে এবং মনোনয়নপত্র জমা দেওয়া হবে।
সেসময় থেকে পুজিবাজারে পেপসির শেয়ারের দাম বেড়েছে ৮০ শতাংশ।,"তখন থেকে, পুজিবাজারে পেপসির শেয়ার মূল্য ৮০ শতাংশ বৃদ্ধি পেয়েছে।"
তিনি শুরুতেই ক্ষমতাকে কয়েক ভাগে ভাগ করে দেন।,শক্তিকে কয়েকটি অংশে ভাগ করে তিনি শুরু করেন।
এদিকে জামায়াতের সাথে সম্পর্কের কারণে বিএনপিকেও দেশের ভিতরে এবং আন্তর্জাতিক সম্প্রদায়ের কাছে সমালোচনার মুখে পড়তে হয়েছে।,ইতোমধ্যে জামায়াতের সাথে সম্পর্ক থাকার কারণে বাংলাদেশ জাতীয়তাবাদী দল আন্তর্জাতিক সম্প্রদায় এবং দেশের অভ্যন্তরেও সমালোচনার সম্মুখীন হয়েছে।
"একই সাথে বাংলাদেশের প্রধানমন্ত্রী মাদক, সন্ত্রাস এবং জঙ্গিবাদ থেকে ছাত্ররা যাতে দূরে থাকতে পারে, তার জন্য শিক্ষক-অভিভাবকদের প্রতি পদক্ষেপ নেয়ার তাগিদ দেন।","একই সঙ্গে বাংলাদেশের প্রধানমন্ত্রী শিক্ষক-অভিভাবকদের মাদক, সন্ত্রাস ও সন্ত্রাস থেকে দূরে থাকার জন্য পদক্ষেপ গ্রহণের আহবান জানান।"
"তিনি দেখলেন, ক্যামেরা বন্ধ হয়ে যাবার কারণে তার করা ভিডিওর মাঝের অংশ কেটে গেছে।",তিনি দেখতে পান যে তার ভিডিওর মধ্যে যে ক্লিপ ছিল তা ক্যামেরা বন্ধ হয়ে যাওয়ার কারণে কেটে ফেলা হয়েছে।
এই ম্যাচের পর মাত্র একটি টেস্ট ম্যাচ খেলেছিলেন ক্রেজা।,এ খেলার পর তিনি মাত্র একটি টেস্ট খেলায় অংশ নিয়েছিলেন।
ম্যারাডোনা ছিল একটি বিশ্বাসের নাম।,ম্যারাডোনা ছিলেন একজন বিশ্বাসের নাম।
গত ২৪ ঘণ্টায় দেশটিতে মাত্র ২২ জন নতুন করে আক্রান্ত হবার খবর পাওয়া গিয়েছে।,গত ২৪ ঘন্টায় দেশে মাত্র ২২টি নতুন সংক্রমণের ঘটনা রিপোর্ট করা হয়েছে।
ভাই সিডনীর সাথে নানা পরীক্ষায় মেতে থাকতেন মোর্স।,মোর্স তার ভাই সিডনির সঙ্গে বিভিন্ন পরীক্ষার জন্য বসতেন।
এতে দর্শকদের লালায় মেলাটোনিন হরমোনের মাত্রা এবং এতে ঘুমের তারতম্যে লক্ষণীয় পরিবর্তন দেখা যায়।,এটা শ্রোতাদের লালায় এবং বিভিন্ন ঘুমের ধরনে মেলাটোনিনের মাত্রায় লক্ষণীয় পরিবর্তন দেখায়।
পাঁচদিন পর সেই হাড়ের গুড়োগুলো পরিণত হলো মাগুর মাছে।,"পাঁচ দিন পর, হাড়ের গুঁড়ো মাগুর মাছে পরিণত হয়েছিল।"
আর এই দুই পদ্ধতির কোনোটাই যদি সম্ভব না হয় তবে একটি সার্জিক্যাল ট্যাপ দিয়ে মাস্কটিকে নাকের সঙ্গে এমনভাবে জুড়ে দিতে হবে যাতে কোনো ফাঁকা জায়গা না থাকে।,"আর যদি এই দুটো পদ্ধতির কোনোটাই সম্ভব না হয়, তা হলে মাস্কটা এমনভাবে নাকে অস্ত্রোপচারের মাধ্যমে পূর্ণ করতে হবে, যেন কোনো জায়গা না থাকে।"
এমনকি তখন গটিংগেন বিশ্ববিদ্যালয়ে গণিতের মাত্র একজন নারী অধ্যাপক ছিলেন।,সেই সময় গোটিঙ্গেন বিশ্ববিদ্যালয়ে মাত্র একজন মহিলা গণিতের অধ্যাপক ছিলেন।
এখনও গ্যাথ্রুনের নাগরিকদের কাছে দৈনন্দিন ব্যবহারের কাজে 'পান্টার'ই বেশ জনপ্রিয়।,"""প্যান্টার"" এখনও গাথরুনের নাগরিকদের দৈনন্দিন ব্যবহারের জন্য জনপ্রিয়।"
আজকের ইরাকের বিশৃংখল অবস্থার দিকে তাকালেই বাথিস্ট শাসনের শক্তি সম্বন্ধে একটু আঁচ করা যাবে।,ইরাকের বর্তমান বিশৃঙ্খল পরিস্থিতির দিকে তাকালে বাথিস্ট শাসনের ক্ষমতা সম্পর্কে কিছুটা ধারণা করা যায়।
"রূপকথা নয় মানুষের অসহায়ত্ব, একটি দুর্বল কাঁধে পুরো পৃথিবীর বোঝা।","রূপকথা মানুষের অসহায়তা নয়, বরং দুর্বল কাঁধে সমগ্র পৃথিবীর বোঝা।"
"যদিও জাহালম বিবিসি বাংলাকে বলছেন, ""যার ভুলে আমি শাস্তি পেয়েছি তার কঠিন শাস্তি চাই আমি।","তবে জাহলাম বিবিসি বাংলার সাথে কথা বলছেন, ""আমি যার জন্য শাস্তি পেয়েছি তার কঠোর শাস্তি চাই।"
নেইমারের মতো খেলোয়াড় এবং লোনে হামেস রদ্রিগেজকে ফেরানোর কোনো দরকার নেই।,নেইমার এবং হামেস রদ্রিগেজের মতো খেলোয়াড়দের ঋণ নেয়া থেকে বিরত রাখার কোন প্রয়োজন নেই।
"""যাতায়াতের সুবিধা, এলাকার সাম্প্রদায়িক সৌহার্দ্য, প্রশাসনিক ও আইন-শৃঙ্খলার দৃষ্টিতে এই জায়গাটি সব দিক থেকেই উপযুক্ত"" বলেও দাবি করেন তিনি।","তিনি আরও দাবি করেন যে, এই স্থানটি ট্রানজিট, এলাকার মধ্যে সাম্প্রদায়িক সম্প্রীতি, প্রশাসনিক ও আইন-শৃঙ্খলার সুবিধার জন্য সকল দিক থেকে উপযুক্ত ছিল।"
তাদের সবাই হুতু সম্প্রদায়ের।,তাদের সকলেই হুতু সম্প্রদায়ের অন্তর্ভুক্ত।
কিন্তু এসব ফোনের গতি কী হয়?,কিন্তু এই সব ফোনের গতি কত?
"সাইপ্রাস, মিসর ও ইসরায়েলও এই চুক্তির নিন্দা জানিয়েছে।","সাইপ্রাস, মিশর এবং ইস্রায়েলও এই চুক্তির নিন্দা করেছে।"
তাই আকারে বড় অ্যাকুয়ারিয়াম তো লাগবেই।,এজন্য আমাদের বড় আকারের একটা অ্যাকুয়ারিয়াম লাগবে।
স্যার নিজেই বার্বিকিউ তদারকি করেন।,স্যার নিজেই বারবিকিউ দেখাশোনা করেন।
"ওই টুইট বার্তার ব্যাখ্যা দিতে গিয়ে ত্রিপুরার রাজ্যপাল বিবিসি বাংলাকে বলছিলেন, ""কোরান, হাদিসে তো মাইকে আজান দেওয়ার বিধান নেই।","ঐ টুইটটি ব্যাখ্যা করে ত্রিপুরার গভর্নর বিবিসি বাংলাকে বলেছিলেন, ""আমার আযান দেওয়ার জন্য কোরান, হাদিসে কোন বিধান নেই।"
"শুক্রবার সে শহরে ফিরবে, এটা জানতে পেরে বান্ধবীর কাছে সরি বলার জন্য একটা অভিনব উপায় খুঁজছিল নীলেশ।",শুক্রবারে সে শহরে ফিরে আসবে জেনে নিলশ তার বন্ধুর কাছে দুঃখ প্রকাশ করার জন্য এক অভিনব উপায় খুঁজতে থাকে।
এই তিনজন খেলোয়াড়ই ২০০৩-০৪ সালে আর্সেনালকে প্রিমিয়ার লিগ জেতাতে অগ্রণী ভূমিকা পালন করেন।,তিন খেলোয়াড়ই ২০০৩-০৪ মৌসুমে আর্সেনালের প্রিমিয়ার লীগ জয়ে গুরুত্বপূর্ণ ভূমিকা রাখেন।
"ব্রিস্টলের এই মাঠে তিনটি বিশ্বকাপ ম্যাচ আয়োজন করা হয়, যার মধ্যে দুটো ম্যাচই বৃষ্টিতে ভেসে গেলো।",ব্রিস্টলের মাঠটিতে তিনটি বিশ্বকাপ খেলা অনুষ্ঠিত হয়। তন্মধ্যে দুইটি খেলা বৃষ্টিতে পরিত্যক্ত হয়।
খুব দ্রুতই তিনি ভারতের ইতিহাসের অন্যতম সেরা 'নম্বর থ্রি' হিসেবে নিজেকে প্রমাণ করে ফেললেন।,খুব শীঘ্রই তিনি নিজেকে ভারতের ইতিহাসের সেরা তিন নম্বরের মধ্যে একজন হিসেবে প্রমাণ করেন।
মানবজাতির কান্না শুনার আগ পর্যন্ত বিজয় মাঠে তার গর্জন চলছিলো।,মানবজাতির কান্না না শোনা পর্যন্ত তিনি বিজয় ক্ষেত্রে গর্জন করছিলেন।
বড় মহাসড়কগুলোতে ছোট-বড় যেকোনো গাড়ি অনেক দ্রুত বেগে চলে।,বড় মহাসড়কগুলোতে যেকোনো ছোট ও বড় গাড়ি দ্রুত গতিতে চলে।
এই বর্বরতাই অনাদিকাল ধরে আমাদের এই পৃথিবীর শান্তিকে বিপন্ন করেছে।,এই বর্বরতা আমাদের বিশ্বের শান্তিকে অনেক দিন ধরে বিপন্ন করেছে।
মানুষ হয়ে জন্মালেও প্রকৃত অর্থে ইয়াহিয়া খান অন্তরে তো এমনই ছিলেন?,মানুষ হিসেবে জন্ম নিলেও ইয়াহিয়া খানের মনে এমন ছিল?
কিন্তু প্রশ্ন হলো এভাবেই কি কাশ্মীরের সমস্যার সমাধান হবে?,"কিন্তু প্রশ্ন হচ্ছে, এটা কি কাশ্মীরের সমস্যা সমাধান করবে?"
আবার পরিবেশও বাঁচানো যেত এর মাধ্যমে।,এর মাধ্যমে পরিবেশও রক্ষা করা যেতে পারে।
"তিনি বলেন, কমিশনের যেসব কর্মকর্তা দুর্নীতিতে জড়িয়ে পড়ছে - তাদের দৃষ্টান্তমূলক শাস্তি দেয়া জরুরী।","তিনি বলেন, দুর্নীতির সঙ্গে জড়িত কমিশনের কর্মকর্তাদের দৃষ্টান্তমূলক শাস্তি দেওয়া জরুরি।"
এর যাত্রা প্রথম শুরু হয় কানাডার মন্ট্রিলে ১৯৬৭ সালের এক্সপোতে।,১৯৬৭ সালের বসন্তে এটি কানাডার মন্ট্রিলে যাত্রা শুরু করে।
মন্দিরে সমাবেত হয়ে প্রার্থনা ও স্তুতিগান করত।,মন্দিরে তারা প্রার্থনা ও স্তবগান করত।
তারপরও কোন শিশুর তথ্য বা ছবি নিয়ে অপদস্থ করা হয় বা শিশুর বাবা মায়ের অনুমতি ছাড়া প্রকাশ করা হয় তাহলে তারা থানায় সাধারণ ডায়রি বা মামলা করে বিষয়টা আইনশৃঙ্খলা বাহিনীর নজরে আনতে পারেন।,তা সত্ত্বেও কোনো শিশু তথ্য বা ছবি দিয়ে অপমানিত হলে বা শিশুর বাবা-মায়ের অনুমতি ছাড়া মুক্তি পেলে তারা বিষয়টি সাধারণ ডায়েরি বা থানায় মামলা করে আইন প্রয়োগকারী সংস্থার নজরে আনতে পারেন।
মধ্যবিত্তদের রিক্সা ছাড়া গতি নাই।,রিকশা ছাড়া মধ্যবিত্ত শ্রেণীর গতি নেই।
"মৌসুমশেষে করিন্থিয়ানস বুঝতে পারলো, তারা ভুল করেনি।","মৌসুমের শেষে করিন্থীয়রা বুঝতে পেরেছিল যে, তারা ভুল করেনি।"
উল্লম্ব উদ্যানের জনক হলেন প্যাট্রিক ব্ল্যাঙ্ক।,উল্লম্ব পার্কের পিতা প্যাট্রিক ব্ল্যাঙ্ক।
"রোমান সেনাদল ধ্বংস হয়ে গেল, কার্বো কোনোমতে প্রাণ নিয়ে পালিয়ে এলেন।",রোমীয় সেনাবাহিনী ধ্বংস হয়ে গিয়েছিল এবং কারবো তার জীবন নিয়ে কোনরকমে পালিয়ে গিয়েছিলেন।
তিনি চার্নককে দেরি না করে কাশিমবাজার কুঠিতে তার লোকজন নিয়ে যত শীঘ্র সম্ভব হাজিরা দিতে বলেন।,তিনি চার্নককে বিলম্ব না করে যত তাড়াতাড়ি সম্ভব তাঁর লোকদের কাশিমবাজার কারখানায় নিয়ে আসতে বলেন।
সাহস করে বেরিয়ে আসেন মসুলের রাস্তায়।,সাহসের সাথে তিনি মসুলের রাস্তায় নেমে পড়েন।
এরপর চলে আসেন মুম্বাইয়ের কামাথিপুরায়।,"এরপর তিনি কামথিপুরা, মুম্বাইতে চলে যান।"
"বিধাতা, নরক দেখা হয়নি কখনো।","খোদা, আমি কখনো নরকের দেখা পাইনি।"
অন্য ডিপার্টমেন্টের অনেকেই স্যারকে মনে রাখবে তার সাধাসিধে পোশাক আর সবাইকে 'আপনি' বলে সম্বোধনের কারণে।,অন্য বিভাগের অনেকেই স্যারকে স্মরণ করবে তার সাদা পোশাক আর সবার কাছে তার 'আপনি' বলে সম্বোধনের জন্য।
আর এসব কারণে এখনও ৩১ শতাংশ শিশুর শারীরিক বিকাশ ঠিকমত হচ্ছেনা।,আর এই কারণে ৩১ শতাংশ শিশুর এখনো যথাযথ শারীরিক বিকাশ হয় নি।
স্কুলে যেতে দেরি হওয়ায় আ'তজাজকে জাতীয় সঙ্গীতে অংশ নিতে দেওয়া হয়নি।,আতজাজকে জাতীয় সংগীতে অংশগ্রহণ করার অনুমতি দেওয়া হয়নি কারণ তিনি স্কুলে যেতে দেরি করেছিলেন।
ঘন অরণ্যে ঢাকা সেই অঞ্চল বিচরণকালে তিনি বর্তমান পৃথিবীর দীর্ঘতম নদী আমাজনের মুখোমুখি হন।,"ঘন বনে বেড়ানোর সময়, তিনি আজ বিশ্বের দীর্ঘতম নদী আমাজনের সম্মুখীন হন।"
সেখানে অনলাইনে ক্লাস করা কি এতই সোজা?,অনলাইনে ক্লাসে যাওয়া কি খুব সহজ?
ঢাকায় এসে রিকশা চালানো শুরু করেন জয়নাল।,জয়নাল ঢাকায় রিক্সা চালাতে শুরু করেন।
২০১৩ সালে জাতীয় পার্টির নির্বাচনে অংশগ্রহণ নিয়ে ব্যাপক টানাপোড়েন তৈরি হয়েছিল।,২০১৩ সালের নির্বাচনে জাতীয় পার্টির অংশগ্রহণ নিয়ে অনেক উদ্বেগ দেখা দেয়।
আর সেই রহস্যময় স্থানটির নাম চুম্বক পাহাড় ।,আর সেই রহস্যময় জায়গাটাকে বলা হয় ম্যাগনেটিক মাউন্টেন।
"সত্যি বলতে, মায়ামি হিটের এই তালিকায় আরো উপরে স্থান পাওয়ার কথা ছিলো।","বাস্তবতা হচ্ছে, মায়ামি হিট তালিকায় সবার উপরে থাকার কথা ছিল।"
এবং আগুনের হাত থেকে রক্ষা করার জন্য পশুপাখিদের জন্য অভয়ারণ্য তৈরি করা হচ্ছে।,আর দাবানল থেকে তাদের রক্ষা করার জন্য বন্যপ্রাণীদের অভয়ারণ্য নির্মাণ করা হচ্ছে।
"""কোথায় তারা দ্রুত পদক্ষেপ নিয়েছেন বা ফিডব্যাকের ভিত্তিতে নীতির উন্নয়ন ঘটিয়েছে তার একটি প্রেক্ষাপট থাকে।","""একটি পটভূমি আছে যেখানে তারা ফিডব্যাকের ভিত্তিতে দ্রুত বা উন্নত নীতি কাজ করেছে।"
"অনুমিতভাবেই, এটা তিনি স্বাভাবিকভাবে গ্রহণ করতে পারেননি।","স্পষ্টতই, তিনি তা স্বাভাবিকভাবে গ্রহণ করতে পারতেন না।"
তখন বাবার বয়স ১৪ বা ১৫।,সেই সময় বাবার বয়স ছিল ১৪ অথবা ১৫ বছর।
আগেকার দিনে আর্জেন্টিনার অধিবাসীরা এই চা চিনি ছাড়াই পান করত।,অতীতে আর্জেন্টিনাবাসীরা চিনি ছাড়া চা খেত।
"একসময় দেখা যায়, এটি পুরোপুরি অপরিচ্ছন্ন সেকেন্ড-হ্যান্ড অনলাইন মার্কেট হিসেবে পরিচিতি কুঁড়ায়।","কালক্রমে, এটি একটি সম্পূর্ণ অপরিষ্কার সেকেন্ড-হ্যান্ড অনলাইন বাজার হিসাবে পরিচিত হয়ে ওঠে।"
রোমান্টিকতায় হালের কলকাতার বাঙালি সাহিত্যিকদের মতো সুনীলও উত্তেজক দৃশ্য-কল্প তৈরি করেছেন।,কলকাতার বাঙালি লেখকদের মতো হ্যালারও রোমান্টিকতার ক্ষেত্রে একটি উস্কানিমূলক দৃশ্যপট তৈরি করেছেন।
সে শিক্ষা তারা পরিবারের আত্মিক বিকাশে ব্যয়ের চিন্তা করতেন।,তারা সেই শিক্ষাকে পরিবারের আধ্যাত্মিক উন্নতির জন্য ব্যয় করার কথা চিন্তা করেছিল।
"সুতরাং, সদ্য স্বাধীন বাংলাদেশে বিরাজমান মার্কিনবিরোধী মনোভাবকে কাজে লাগানোর জন্য তারা সচেষ্ট ছিল।",তাই তারা নতুন স্বাধীন বাংলাদেশে বিরাজমান আমেরিকা বিরোধী মনোভাব প্রয়োগ করার চেষ্টা করে।
দীর্ঘদিনের ইনজুরি কাটিয়ে নাথান ক্লাইন মাঠে ফিরলেও প্রথম একাদশে সম্ভবত তিনি থাকবেন না।,দীর্ঘ সময় আহত থাকার পর নাথান ক্লেইন মাঠে ফিরে আসেন। তবে সম্ভবত প্রথম একাদশে তাঁর ঠাঁই হবে না।
সাধারণ মানুষ ফলাফল চায় এবং এরকম সহিংস গ্যাং সংস্কৃতির বেড়াজাল থেকে মুক্তি চায়।,সাধারণ মানুষ এর ফলাফল চায় আর এই ধরনের হিংস্র দল সাংস্কৃতিক বাধা থেকে মুক্তি চায়।
সেসব যুদ্ধে একদল যোদ্ধা যুদ্ধ করতো আরেক দলের বিপক্ষে।,সেই যুদ্ধগুলোতে একদল সৈন্য আরেকটা দলের বিরুদ্ধে লড়াই করেছিল।
বেলুন যারা পাঠায় তাদের বক্তব্য কী?,যারা বেলুন পাঠায় তাদের বিবৃতি কি?
পরিবেশকর্মী ডেচেনও এটা দেখে বিস্মিত যে দুদেশের নেতারাই বলছেন তারা যুদ্ধ চান না - তারপরও হাজার হাজার সৈন্য রোজ সীমান্তে পাঠানো হচ্ছে।,পরিবেশবাদী কর্মী ডেচেনও এই বাস্তবতায় বিস্মিত যে উভয় দেশের নেতারা বলছে যে তারা যুদ্ধ চায় না- এবং তারপরেও প্রতিদিন হাজার হাজার সৈনিক সীমান্তে পাঠানো হচ্ছে।
সবার অলক্ষ্যে এক নিকটাত্মীয় ঝাঁপিয়ে পড়ল তার উপর।,একজন ঘনিষ্ঠ আত্মীয় সবার নজর এড়িয়েই তার ওপর ঝাঁপিয়ে পড়েন।
"নেটে যখন ব্যাটসম্যানদের ব্যাটিং অনুশীলন করানোর জন্য বল হাতে নেন, তখন নিজেদেরকে মুরালিধরন কিংবা লিলিদের মতো ভয়ংকর বোলার বলে মনে করেন।","নেটে ব্যাটসম্যান যখন বল হাতে নেয় ব্যাটিং অনুশীলনের জন্য, তখন তিনি নিজেকে মুরালিধরন বা লিলির মতো বিপদজনক বোলার হিসেবে বিবেচনা করেন।"
"সেই হাহাকার নিয়ে তাই তিনি বলেছিলেন, ""সৌন্দর্যকে ধরতে না পারার বেদনায় কাটলো আমার শৈশব, কৈশোর ও যৌবন।","সেই দুঃখের সঙ্গে তিনি বলেছিলেন, ""আমার ছেলেবেলা, আমার কৈশোর এবং আমার যৌবন সৌন্দর্যকে ধরতে না পারার যন্ত্রণায় কেটে গিয়েছে।"
মূলত এসব অঞ্চলে মুসলিম শাসকদের আগ্রাসন ঠেকাতেই পুরো জনপদ এক হয়েছিল একই ছাতার নিচে।,"সমগ্র জনসংখ্যা একই ছাতার অধীনে ঐক্যবদ্ধ ছিল, প্রধানত এসব এলাকায় মুসলিম শাসকদের আগ্রাসন প্রতিহত করার জন্য।"
তবে এই বিপুল পরিমাণ অর্থ কবে নাগাদ পুনরুদ্ধার হতে পারে সে বিষয়ে তিনি স্পষ্ট করে কিছু জানাতে পারেননি।,"কিন্তু, এই বিশাল পরিমাণ অর্থ কখন উদ্ধার করা যেতে পারে, তা তিনি স্পষ্ট করে বলতে পারেননি।"
অন্যদের মতো মি. ব্লোউচেরও এই গুপ্তধনের বিষয়ে নিজস্ব কিছু মতামত আছে।,অন্যান্য অনেকের মতো মি. ব্লাউচেরও এই গুপ্তধনের ব্যাপারে নিজস্ব মতামত আছে।
রেসিফের বস্তিতে তার বেড়ে ওঠা।,তিনি রেসিফের বস্তিতে বেড়ে ওঠেন।
এই অঞ্চলে শস্যের কোনো কমতি ছিল না।,এ অঞ্চলে ফসলের কোন ঘাটতি ছিল না।
গল্পের খুব শক্তিশালী চরিত্র হলো প্রশ্ন।,গল্পের সবচেয়ে শক্তিশালী চরিত্র হচ্ছে প্রশ্ন।
"তারা বলছেন, গাঁজা সেবনের ওপর আইনটি সঠিকভাবে তৈরি করতে হবে।",তারা বলেছে যে গাঁজার ব্যবহারের উপর আইনটি সঠিকভাবে তৈরি করা উচিত।
তিনি উইলো বাকল থেকে সক্রিয় উপাদান আলাদা করে বিশুদ্ধকরণ করেন।,তিনি উইলো ব্যাকল থেকে সক্রিয় বিষয়বস্তু বের করে তা বিশুদ্ধ করেন।
"আমরা এখনও বলছি, অঞ্জু ঘোষ বাংলাদেশের নাগরিক।","আমরা এখনও বলি, আঞ্জু ঘোষ বাংলাদেশের একজন নাগরিক।"
"ম্যাচ শুরু হয়ে গেছে, মিনেগুয়েল্লার কপালে ঘাম, যদি রেক্সাচ না আসেন!","ম্যাচ শেষ হয়ে গেছে, যদি রেক্সাক না আসে তবে মিনেগুয়েলার কপালে ঘামছে!"
"কিন্তু চীনের জাতীয় স্বাস্থ্য কর্মকর্তারা নভেল করোনাভাইরাসকে অত্যাধিক মাত্রায় ছোঁয়াচে রোগ ঘোষণার পরপরই ২৩ জানুয়ারি,২০২০-এ উহান নগরকে লকডাউন ঘোষণা করা হয়।","কিন্তু চীনা জাতীয় স্বাস্থ্য কর্মকর্তারা উপন্যাস করোনা ভাইরাসকে একটি উচ্চ মাত্রার সংক্রামক রোগ হিসেবে ঘোষণা করার পরপরই ২৩ জানুয়ারি, ২০২০ তারিখে উহানকে লকডাউন ঘোষণা করা হয়েছিল।"
সেগুলোর খোঁজেও আর এলো না কেউ।,আর কেউ তাদের খুঁজতে আসেনি।
এজন্য তাকে বলা হয় 'স্পিড কুইন' বা 'গতির রানী'।,এ কারণে তাঁকে বলা হতো 'স্পিড কুইন' বা 'রানি অব স্পিড'।
"কোপাতে মেসির পারফর্মেন্সও মুগ্ধ করা ছিল, ফাইনালেও খেলেছিলেন।",কোপায় মেসির পারফর্মেন্সও মুগ্ধ হয় এবং ফাইনালেও খেলেন।
এই মেয়েদের তারা বিয়ে দিয়েছিলেন ঋষি সৌভরির সঙ্গে।,এই মেয়েদের বিয়ে হয়েছিল ঋষি সৌভারির সঙ্গে।
"তাদের দশ বছরের ছেলেটা জানতে চায়, অ্যাপাচেই কেন ফিরছে তারা?","তাদের দশ বছর বয়সি ছেলে জিজ্ঞেস করেছিল, ""কেন তারা আবার অ্যাপাচে ফিরে আসছে?"
"""ম্যাট্রিক্স"" মুভির স্টাইলিশ বয় স্বয়ং কিয়ানু রিভস।","""ম্যাট্রিক্স"" চলচ্চিত্র থেকে স্টাইলিশ বয় নিজেই কিয়ানু রিভস।"
বিতর্ক হচ্ছে যুক্তি-তর্কের খেলা।,বিতর্ক হল তর্কের খেলা।
কিন্তু ভাগ্যের বিড়ম্বনায় নির্দেশ আসার পূর্বেই জাপান সামরিক বাহিনী ম্যানিলা দখল করে নেয়।,"কিন্তু, এই আদেশ শেষ হওয়ার আগেই জাপানি সেনাবাহিনী ম্যানিলা দখল করে নিয়েছিল।"
"বিশ্বকাপ শুরুর আগে একই ভেন্যুতে অনুষ্ঠিত হয়েছিলো এশিয়া কাপ, সেখানেও নিজের ভেলকি দেখিয়েছিলেন এই তারকা।","বিশ্বকাপ শুরুর পূর্বে একই স্থানে এশিয়ান কাপ অনুষ্ঠিত হয়, যেখানে তারকাটি তার নিজস্ব ভেলকি প্রদর্শন করে।"
আলাউদ্দিনকে পাঠশালায় ভর্তি করানো হলো।,আলাউদ্দীনকে পাঠশালায় ভর্তি করা হয়।
আর-টু সেদিক থেকে ব্যতিক্রম।,আর-২ এর থেকে আলাদা।
নিজের গড়া দলকে নিয়ে বাসিলে বেশ আত্মবিশ্বাসী ছিলেন।,ব্যাসিল তার দলের ব্যাপারে খুবই আত্মবিশ্বাসী ছিলেন।
""" আল-বাসরি আরো জানান, বিমান হামলার ফলে বাগদাদীর পায়ের এবং শরীরের বিভিন্ন অংশের হাড় ভেঙে গেছে, যার ফলে তার পক্ষে কারো সাহায্য ছাড়া হাঁটাচলা করা সম্ভব হচ্ছে না।","আল-বাসরি আরো বলেছেন যে বিমান হামলা বাগদাদি পা আর শরীরের কিছু অংশের হাড় ভেঙ্গে ফেলেছে, যার ফলে তার পক্ষে সাহায্য ছাড়া চলাফেরা করা অসম্ভব হয়ে পড়েছে।"
এই প্রশ্নের উত্তর সোজাসুজিভাবে দেয়াটা বেশ ঝুঁকিপূর্ণ।,এই প্রশ্নের সরাসরি উত্তর দেওয়া খুবই ঝুঁকিপূর্ণ।
হঠাৎ করেই ক্ষুব্ধ জনতা যেন সংঘবদ্ধ হয়ে উঠলো এবং নাসিনগরের হিন্দুদের বাড়িঘরে হামলা করা শুরু করলো।,হঠাৎ করে উত্তেজিত জনতা সংগঠিত হয়ে নাসিনগরের হিন্দু বাড়িগুলো আক্রমণ করতে শুরু করে।
কেননা বলিউড তারকাদের প্রতি গণমানুষের আগ্রহ কখনোই একেবারে শূন্য হয়ে যায় না।,কারণ বলিউডের তারকাদের প্রতি মানুষের আগ্রহ কখনোই পুরোপুরি ফাঁকা থাকে না।
"রোনালদোও আশ্বাস দিলেন, রূপকথা লেখার দায়িত্ব তিনিই নেবেন।",রোনাল্ডো তাকে এও আশ্বাস দেন যে তিনি রূপকথা লেখার দায়িত্ব গ্রহণ করবেন।
"এতদিনে এটা তিনি বুঝে গেছেন, লেখালেখির জগতে বিশেষ সুবিধা তিনি করতে পারবেন না।","এই সময়ের মধ্যে তিনি বুঝতে পেরেছিলেন যে, লেখার জগতে তিনি বিশেষ কোনো উপকার করতে পারবেন না।"
সড়ক দুর্ঘটনাও তাঁকে দমাতে পারে নি।,সড়ক দুর্ঘটনা তাকে থামাতে পারেনি।
কেউ এটার বিলোপ ঘটাতে পারে না।,কেউই এটাকে নির্মূল করতে পারে না।
"সৌদি আরবের স্বাস্থ্য মন্ত্রণালয় জানিয়েছে, যারা করোনাভাইরাসের টিকা নিয়েছেন, তারাই শুধুমাত্র এবারের হজে অংশ নিতে পারবেন।","সৌদি আরবের স্বাস্থ্য মন্ত্রণালয় বলেছে, যারা করোনা ভাইরাস ভ্যাকসিন গ্রহণ করেছে শুধুমাত্র তারাই এ বছর তীর্থযাত্রায় অংশ নিতে সক্ষম হবে।"
