Word,Error
অলরাউন্ডার,অলরাউণ্ডড়াড়
অলরাউন্ডার,অল্রাউন্দার
অলরাউন্ডার,অলরাউন্দার
চালানো,চালান
চালানো,ছালান
বহনকারী,ভঙ্কারি
বাসটি,বাস্তি
সেজন্য,শেজন্ন
সেজন্য,সেজন্ন
সুচিকিৎসা,সুচিকিতসা
সুচিকিৎসা,শুছিক্তশা
ব্যারিস্টার,ব্যারেস্তের
ব্যারিস্টার,বেরিস্তের
ব্যারিস্টার,বারিস্থার
মওদুদ,মউদুদ
দায়,দাই
সরকারকে,স্রকারকে
সরকারকে,সরকারের
ক্ষতিগ্রস্ত,খতিগ্রস্থ
ক্ষতিগ্রস্ত,খতিগ্রস্ত
নিচ্ছি,নিছি
গুরুত্বে,গুরুতে
সংখ্যাকে,সংখাকে
সমালোচকরাও,স্মালচকেরাও
পর্যবেক্ষণে,প্র্যবেক্ষনে
পিছিয়ে,পিচিয়ে
পিছিয়ে,পিছিয়
পড়ার,প্রার
পড়ার,পরার
রিতু,রিত
রোজিনাকে,রওজিনাকে
ছোটন,ছতন
পায়ের,্পায়ের
খেলোয়াড়,কেলয়ার
খেলোয়াড়,খেলয়ার
খেলোয়াড়,খেলোইয়ার
খেলোয়াড়,খেলওার
হাতছাড়া,হাতছারা
পড়ায়,পরায়
প্রাকৃতিক,প্রাকিতিক
একইভাবে,একিভাবে
রাশিয়া,রাসিয়া
কৌশলগত,কোইস্নগত
কৌশলগত,কউশল্গত
কৌশলগত,কউশলগত
স্বার্থ,সারথ
যুক্তরাষ্ট্র,যুক্তারাশট্র
যুক্তরাষ্ট্র,যুক্ত্রাশ্ত্র
যুক্তরাষ্ট্র,জুক্তরাশ্ত্র
যুক্তরাষ্ট্র,জুক্তরাস্ত্র
যুক্তরাষ্ট্র,যুক্তরাষ্ট
যুক্তরাষ্ট্র,যুক্তরাস্ত্র
যুক্তরাষ্ট্র,যুক্ত্রাশট্র
যুক্তরাষ্ট্র,যুক্ত্রাস্ট্র
যুক্তরাষ্ট্র,যুক্ত্রারাস্ত্র
যুক্তরাষ্ট্র,যুক্ত্রাস্ত্র
যুক্তরাষ্ট্র,জুক্তরাশ্তের
যুক্তরাষ্ট্র,যুক্তরাশ্ত্র
বিস্ময়কর,বিষ্ম্যক্র
বিস্ময়কর,বিসসয়কর
তকমা,তক্মা
নবী,নবি
ক্ষুধা,ক্ষুদা
মেটাতে,মেতাতে
টুর্নামেন্টের,তুরমানেতর
টুর্নামেন্টের,তুম্নেন্ত
টুর্নামেন্টের,তউরনামেন্তের
টুর্নামেন্টের,তুরনামেন্তের
ভাবেননি,ভাবেন্নি
উভয়েরই,উভয়েরি
ক্যারিয়ার,কারিয়ার
শ্রেয়াসের,স্রেয়াসের
ঋষভ,রিশভ
বছরেও,বছ্রেও
সেসব,সেশব
জেলায়,জেলাই
সরবরাহের,সরবারহে
নিট,নিত
সংবিধান,সনবিদাহ্ন
প্রণেতা,প্রনেতা
এব্যাপারে,এবাপারে
ঐক্যমতে,উক্কমতে
একইসঙ্গে,একিসঙ্গে
মিছিল,মিছিলে
আয়োজিত,য়ায়জিত
অনুষ্ঠানেও,ওনুষাঠানে
স্লোগান,স্লগান
করিডোরে,করিডরে
নাহার,আহার
বাসার,বাসায়
পাশেই,পাসেই
কিছুদিন,কিসুদিন
কিছুদিন,কিছুডিন
কিছুদিন,কিচুদিন
জনগনের,মানুশের
উত্তরার,উত্ত্রার
উত্তরার,উত্তরায়
আজমপুরে,আজম্পুর
এলাকাবাসী,এলাকাবসসী
এলাকাবাসী,এলাকাবাসি
এলাকাবাসী,এলাকাবাশি
গোডাউনে,গোডূনে
অভিযান,অভিজান
অভিযান,অবিজান
অভিযান,অভিওজান
ড্রাম,দ্রাম
তেল,টেল
পালিয়ে,পালইয়ে
পালিয়ে,পালিএ
সহোযোগীকে,সহোযোগিকে
স্থিতিশীলতার,শিস্থিশীল
ফেতে,ফেলতে
রোহিঙ্গা,রহিঙ্গা
সংকট,সংক্ট
সংকট,সঙ্কত
সমাধানে,সমাধানের
সমর্থন,স্ম্রথন
সমর্থন,স্মরথন
সমর্থন,সমরথন
সমর্থন,শমরথন
ব্যবসায়ে,বাবশাহে
ফাঁকি,ফাকি
কোনোভাবেই,কোনোভবাবেই
কোনোভাবেই,কনভাবেই
কাস্টমসের,কাস্ট্মসের
সমগ্র,স্মগ্র
ক্রু,কুরু
পরপরই,পরপরি
পরপরই,পরপরিএ
পরপরই,পরপরঈ
মাদরাসা,মাদ্রশা
মাদরাসা,মাদ্রাসা
মাদরাসাটির,মাদ্রাশাটির
তৌফিকুল,তউফিকুল
কাজটি,কাজতি
পুরস্কারটি,পুরশাকারতি
রাষ্ট্রপতির,রশ্ত্রপতির
রাষ্ট্রপতির,রাস্ত্রপতির
রাষ্ট্রপতির,রাষ্টপ্তির
এটাই,এতাই
এটাই,আইতা
এটাই,এতা
সবচেয়ে,সবছেয়ে
সবচেয়ে,শবছেয়ে
অধ্যায়,অদ্ধায়
হাউজ,হাউওজ
কমন্সে,ক্কমন্নস
সাপ্তাহিক,শাপ্তাহিক
প্রশ্নোত্তরের,প্রস্ননোত্ত্রের
প্রসঙ্গ,প্রশঙ্গ
প্রসঙ্গ,প্রশংগ
তোলেন,তলেন
জালিয়ানওয়ালাবাগ,জালিয়ানওয়ালাবাগের
হত্যাকাণ্ড,হত্যাকান্দ
কলঙ্কের,কলঙ্কএর
ডা,দা
বামরুনগ্রাদ,বাম্রুংরাদ
সাথেই,শাতেই
চক্র,ছক্র
চক্র,চক্ত
চালানের,ছালানের
জড়িত,জরিত
জড়িত,জড়িতদের
জড়িত,জরত
দেড়,দের
আসছিল,আসছিলেন
আসছিল,আশ্ছিল
সমুদ্রসীমায়,সমুদ্যসিমায়
তেলবাহী,তেল্বাহী
ট্যাঙ্কারে,ট্যাগ্নকারে
ট্যাঙ্কারে,ট্যাংকারে
ওমান,অমান
উপসাগরে,উপশাগরে
সংযুক্ত,সংজুক্কত
সংযুক্ত,সংজুক্ত
সংযুক্ত,শঞ্জুক্ত
আমিরাতের,আমিরাত
অভিভাবক,অভিভাবা
জরাজীর্ণ,জ্রাজিরণ
জরাজীর্ণ,জরাজিরন
বিদ্যালয়ের,বিদ্যাল্যের
বিদ্যালয়ের,বিধালয়
বিদ্যালয়ের,বিদ্দালয়র
বিদ্যালয়ের,বিদ্দালয়ের
সহকারী,শকারি
সহকারী,সহকারি
সানজিদা,সাঞ্জিদা
শূন্য,শুন্ন্য
শূন্য,শুনন
শূন্য,সুন্ন
শূন্য,শুন্ন
শূন্য,শুন্য
রাজধানীতে,রাজধানিতে
ব্যাখ্যা,ব্যাখা
ব্যাখ্যা,বেক্ষা
উপদেশদাতা,উপেদেশদাতা
পালনকারী,পালঙ্কারী
আত্মীয়,আত্নীয়
আত্মীয়,আত্তিয়
পরই,পরি
পরই,পরেই
পরই,পড়ই
ভিটামিন,ভিতামিন
ভিটামিন,ভিতামন
ক্যালসিয়াম,কালশিয়াম
ফসফরাস,ফস্ফরছ
ঠিকমতো,তিক্কমতও
ঠিকমতো,ঠিকমত
শরীরের,শরিরের
শরীরের,সরিরের
হাড়,হার
হাড়ে,হারের
গর্ভবতী,ঘরববতি
পেট,পেত
যেভাবে,জেভাবে
কিছু্ও,কিছুো
যায়নি,জায়নি
প্রতিমাসে,প্রতিমাশে
নেতেৃত্বের,নেত্রিত্তে
গর্বিত,গরবিত
ন্যাক্কারজনক,ন্যাক্কারজঙ্ক
চেয়ারম্যানকে,চেয়রম্যাঙ্কে
অ্যাওয়ে,আওায়
হোম,হমে
হোম,হম
ম্যাচেও,ম্যাচেয়
নার্ভাস,নারভউস
দিচ্ছিল,দিচ্ছেল
লাওসকে,লাওসাকে
যদি,জদি
মাইলস্টোন,মাইলস্তওন
সালমানকে,শাল্মান
ছবিতে,ছবিতেএ
ক্রিকেটীয়,ক্রিতেকীয়
জানিয়েছিল,জানিয়েচিল
বলেছে,বলেচে
বলেছে,বলেছেন
কুড়িগ্রাম,কুরিগ্রাম
হবিগঞ্জে,হবিগঞ্জগ
কয়েকটি,কয়েক্তি
কয়েকটি,করেয়টি
ছিনতাই,ছিন্তাই
ছিনতাই,চিন্তাই
উঠেছে,উথেছে
উঠেছে,উথেহে
উঠেছে,উথেচে
উঠেছে,উঠেচে
সিলেটে,সিলেতে
সমর্থকদের,স্ম্রথকদের
সমর্থকদের,সমরথকদের
সমর্থকদের,সমরথিকদের
ধাওয়া,ধাওয়া
ধাওয়ার,ধাওয়ার
দুম্যাচে,দুমাথচে
খেলোয়াড়রা,খেলয়াড়্রা
খেলোয়াড়রা,খলোয়াররা
খেলোয়াড়রা,খেলয়াররা
সর্ম্পকে,সম্পরকে
রক্ষার,রখার
আনুষ্ঠানিকতায়,আনুষ্ঠানীকতায়
আয়োজন,আয়জন
সত্ত্বেও,সত্তেও
সত্ত্বেও,শত্তেও
ভোটাররা,ভটাররা
ভোটাররা,ভতাররা
বোধ,বদ
বোধ,বধ
কখন,ক্ষন
থামছে,থআমেছে
কোথায়,কথাই
কোথায়,কথায়
ফাঁকা,ফাকা
স্বপ্নই,সপ্পনে
ক্যামেরার,কামেরাই
চমৎকার,চমথকার
চমৎকার,চমতকার
আইনশৃঙ্খলা,আইন্সৃঙ্খলা
আইনশৃঙ্খলা,আইনশ্রিক্ষলা
আইনশৃঙ্খলা,আইনশৃংখলা
কেন্টিনগুলোতে,কেন্টীগুলোতে
পরিবেশন,পরিবেশ্ন
ফার্স্ট,ফাস্ট
অঞ্চলের,অংছলের
অঞ্চলের,অঞ্ছলের
ত্রৈমাসিক,ত্রুইমাশীক
ব্যবস্থাপনা,বেবস্থাপানা
ব্যবস্থাপনা,বেবস্থাপনা
ব্যবস্থাপনা,ব্যবস্থাপ্না
সৈয়দ,সইয়দ
সৈয়দ,সয়দ
মো,ম
সভাপতিত্ব,সভহাপত্তিও
সভাপতিত্ব,সভাপতিত্ত
সভাপতিত্ব,সভাপ্তিত
উৎপাদন,উথপাদন
উৎপাদন,উতপাদন
উৎপাদন,উদপাদন
বাজারজাতকরণের,বাজারজাতকরনের
বড়,বড়
বড়,বর
প্রতিষ্ঠানগুলো,প্রথিস্থাঙ্গুল
ইতিমধ্যেই,ইতিমদ্ধেই
আপত্তি,য়াপত্তি
বাণিজ্যিক,বান্যিজ্যিক
বাণিজ্যিক,বানিজ্যিক
প্রতিযোগিতার,প
প্রতিযোগিতার,প্রতিজগিতার
রেজিস্ট্রার,রেজিস্টার
অফিসের,অফিশের
নিষেধাজ্ঞার,নিএশেদাজ্ঞা
বসিয়ে,বশিয়ে
খালিদসহ,খালিদ
উপস্থাপক,উপস্থাপিকা
ঘুমানোর,ঘুমানর
সম্প্রতি,শম্প্রতি
সম্প্রতি,সম্প্রহতি
সম্প্রতি,স্মপ্রিতি
সম্প্রতি,সম্প্রিতি
পরিচালিত,পরিছালিত
পরিচালিত,পরিচালত
গ্রেফতারকৃত,গ্রেফতারক্রেত
রিমান্ড,রিমান্দ
মঞ্জুরের,মংজুরের
ধর্ষণ,ধষ্রণ
ধর্ষণ,ধরশন
ধর্ষণ,ধরসন
ধর্ষণ,ধরষন
ধর্ষণ,ধইরশন
শীর্ষস্থানীয়,শিষ্ররস্থানীয়
নেতৃবৃন্দও,নেতৃবৃন্দ
সন্ত্রাসের,স্নত্রাশের
সন্ত্রাসের,সন্ত্রাশের
বার্তা,বারতাই
বার্তা,বারতা
গির্জায়,গিজায়
মুসলিমরা,মুসল্মানেরা
মুসলিমরা,মুস্লিম্রা
টু,তু
মিসরের,নিশরের
মিসরের,মিশরের
মে,ম্যায়
মে,মায়
মে,মাই
হুমকির,হুমির
সংবাদমাধ্যমে,সবাদ্মাদ্যমে
দূতাবাসের,দুতাবাসের
দূতাবাসের,দুতাবাশের
কর্তাকে,করতাকে
আপন,আপ্ন
কোপে,কপে
চান,ছান
চান,চ্যাং
সাংগঠনিক,সাংগথনিক
সাংগঠনিক,সাংগথানিক
সম্পাদক,স্মপাদক
সম্পাদক,স্মপদাক
সম্পাদক,সম্পয়াদক
কিন্ত,কিন্তু
চুল,ছুল
ত্বক,তবক
পরিচর্যার,পরিচ্রযার
আরোহীর,আরহির
গণফোরামের,গনফরামের
সুব্রত,সূব্রত
পরিনত,পরিন্ত
ট্রাজিডি,ত্রাজেডি
ট্রজিডি,ত্রাগেদি
চকবাজার,ছকবাযার
ট্রাজেডি,ত্রাগেডি
আখতার,আখতাত
আখতার,আখতের
কুরুক্ষেত্র,কুরুক্কেত্র
ফেলোশিপ,ফেলশিপ
উত্তর,উত্তুর
করপোরেশনের,করপেরেসনের
করপোরেশনের,করপরাসন
সিদ্ধান্তের,সিধান্ততের
সিদ্ধান্তের,সিদান্তের
সিদ্ধান্তের,শিদ্ধান্তের
ভোগ,ভগ
অর্থ,অরথ
অর্থ,অরথের
সুরক্ষা,সুরক্কা
সপ্তাহ,সপ্তাহে
মূল্যছাড়,আগুন
ভঙ্গ,ভঙ্ঘ
ভঙ্গ,বংগ
পরোয়ানা,পরয়ানা
দৃঢ়,দৃড
দৃঢ়,দ্রির
অতীতে,অতিতে
কঠিন,কথিন
বিমানবাহিনীর,বিমানবাহীনির
বিমানবাহিনীর,বিমানবাহিনির
বিমানবাহিনীর,বিমানবাহিওনির
কালো,কাল
ধোঁয়া,ধওয়া
ধোঁয়া,ধোঁয়া
বিধ্বস্তের,বিধবস্থের
ঐক্যফ্রন্ট,অইক্কফ্রন্ট
ঐক্যফ্রন্ট,অইক্কফ্রন্ত
ঐক্যফ্রন্ট,অইক্যফ্রন্ট
ঐক্যফ্রন্ট,অইকফ্রন্ত
সাতটি,সান্তি
সাতটি,শাতটি
গানটি,গান্তি
শোনার,সোনার
পাবেন,পাভেন
বানিয়েছেন,বানিয়েচেন
সেটাও,সেতাও
পাঠিয়েছি,পাথিয়েছি
পাঠিয়েছি,পাথিয়েছেন
লাশটি,লাশতি
লাশটি,লাশ্তি
জনগোষ্ঠী,জনঘস্থি
ভাগে,ভেগে
দালালকে,দালাল্কে
জেসন,জেস্ন
রয়,রয়
ব্যাটিংজেসন,বাত্তিংজেসণ
রয়ের,রয়ের
ম্যাচটিতে,মাতছতিতে
১৪টি,১৪তি
বার্বাডোজ,বারবাডোজ
টেস্টে,তেস্তে
কেড়ে,কেরে
উপস্থাপন,উপ্সহাপনা
উপস্থাপন,উপস্থাপণ
উপস্থাপন,উপস্থাপ্ন
আবেদীন,আবেদিন
সময়টাতে,সময়তাতে
দ্বিপক্ষীয়,দিপক্ষীয়
ব্যক্তি,বেক্তি
মালিকের,মালিকেরা
সক্ষমতা,সক্ষমটা
মজুরি,মজুরই
কাঠামো,কাথামো
বাস্তবায়ন,বাস্থাবায়ান
বাস্তবায়ন,ভাস্তবায়ন
পরিষ্কারের,পরিশকারের
পরিদর্শনের,পরিদরশনের
বস্তাবন্দি,বস্থআবন্দি
অকেজো,অকেজও
অকেজো,অকেজ
মালামালের,মালামানের
উদ্ধারের,উরধারের
বাদী,বাদি
আগস্ট,আগস্ত
অভিযোগপত্র,অভিযোগপ্ত্র
হযরত,হজ্রত
হযরত,হজরত
ঘটনাকে,ঘতনাকে
নাটকীয়,নাটকিয়
মোড়,মর
ফেব্রুয়ারি,ফেব্রুয়ারী
ফেব্রুয়ারি,ফেব্রুয়ার‍্যতে
ভোর,ভর
৩টায়,৩তাই
৩টায়,৩তায়
চালায়,চালাএ
স্মরণ,স্ম্রনে
স্মরণ,শরন
স্মরণ,স্ম্রন
লক্ষ,লক্ক
পটকা,পতকা
নিক্ষেপ,নিক্কেপ
পুলিশও,পলিশও
পুলিশও,পলিচেও
বিক্ষোভকারীদের,বিখকভকারিদের
ছত্রভঙ্গ,ছত্রভংন
টিয়ারগ্যাস,টিয়ারগাস
ছুড়ে,ছুরে
জওয়ানদের,জউয়ান্দের
জেতাটাই,জেতাতাই
সার্কুলারের,সারকুলারের
অবলোপনের,অবলপ্নের
অবলোপনের,অব্লপনের
নীতিমালা,নিতিমালা
প্রভিশন,প্রভিসন
সন্তানের,সন্তানএর
ওমর,ওম্র
প্রশিক্ষণ,প্রশিক্কণ
তাহমিনা,তাহ্মিনা
শিক্ষার্থীদের,শিক্ষারথিদের
শিক্ষার্থীদের,সিক্ষারথিদের
শিক্ষার্থীদের,সিক্ষার্থিদের
শিক্ষার্থীদের,শিক্ষার্থিদের
শিক্ষার্থীদের,শিক্ষারতিদের
দেখছেন,ধেকছেন
পুরুষরাও,পুরুষেরাও
নৌকায়,নোওকায়
অপরূপ,অপ্রুপ
কাশ্মিরে,কাশ্নিরে
মাতম,মাতাম
হননি,হন্নি
শন,শ্ন
পোলক,পোল্ক
পদত্যাগ,পদ্যত্যাগ
পদত্যাগ,পদত্যাঘ
পদত্যাগ,পদতাগ
ক্ষমতা,ক্ষ্মতা
ক্ষমতা,খমতা
প্রতিরক্ষমন্ত্রী,প্রতিরক্ষামন্ত্রি
বিচারক,বিছারক
একক,এক্ক
শোনান,শনানা
মানবিক,মানাবিক
অবশ্যই,অবশ্যি
অবশ্যই,অবসশই
অবশ্যই,অবশই
অবশ্যই,অবসসই
অবশ্যই,অবসই
চালানোর,চালানর
মাহমুদুল্লাহর,মাহ্মুদুল্লাহ্র
প্যাভিলিয়নে,পেভিলিয়নে
ওভারের,অভেরে
ওভারের,অভারের
কাটার,কাতার
মাস্টার,মাস্তার
মাস্টার,মাস্তের
সোলের,সোলেড়
খোঁজ,খোজ
খোঁজ,খজ
রাখতেন,রাক্তেন
বাবর,বাবার
ইমাম,ঈমাম
ব্যাটিংটা,বাত্তিংটা
কর্তৃত্বের,কতৃতের
ধার,দারা
অনূর্ধ্ব১৮,অনুরধ১৮
সাফে,সালে
হ্যাটট্রিক,হাত্ত্রিক
যাত্রীরা,যাত্রিরা
সাগরে,সাগ্রে
অভিবাসী,অবিবাসি
নৌবাহিনীর,নউবাহিনির
পেজে,পেজ
সবিতাকে,সাবিতাকে
র্যাগিং,রাগিং
মিটে,মিতে
সখ্য,স্খ্য
সিঙ্গাপুরের,সিঙ্গাপুরে
সিঙ্গাপুরের,সিঙ্গাপরের
আমেরিকা,আমারিকা
বিশ্বের,বিশবের
বিশ্বের,বিসশের
বিশ্বের,বিশের
বিশ্বের,বিষের
বিশ্বের,বিসষের
বিশ্বের,বিসসের
বিশ্বের,বিসশ
দেশগুলো,দেশগুলা
দেশগুলো,দেশগুল
সিঙ্গাপুরকে,সিঙ্গাপুর
অনুসরণ,অনুস্রন
অনুসরণ,আনুশরন
অনুসরণ,অনুসরন
অনুসরণ,অনুশরন
পণ্যে,পণ্যের
পণ্যে,পন্ন
ট্যাক্সের,তাক্সের
ছাড়ে,ছারে
প্রতিষ্ঠানটির,প্রতিশাতান্তির
প্রতিষ্ঠানটির,প্রতিশ্তানতির
কর্ণধার,কর্ণ্ঢার
গুপ্তচরবৃত্তির,গুপ্তচ্রবৃত্তির
চাপের,ছাপের
ভাইকিংস,ভাইসকিংশ
ইতোপূর্বে,ইতপুরবে
ছিটমহল,ছিত্মহ্ল
সমাধান,সমাদান
সমাধান,শমাধান
সর্ম্পক,সম্পরক
নিহতের,নিহেতের
হরমোহন,হ্রমন
নিরাপত্তায়,নিরাপত্তাই
ছাতিয়ানতলা,ছাতিয়ান্তলা
মরহুম,ম্রহুম
গুটিয়ে,গুতিএ
বিগত,বিঘত
বাণিজ্যযুদ্ধ,বানিজ্জযুদ্ধ
বাণিজ্যযুদ্ধ,বানিজ্যযুদ্ধ
ডোনাল্ড,দনালদ
ট্রাম্প,ত্রুম্প
ট্রাম্প,ত্রাম্প
মোটামুটি,মুতামুতি
ড্রয়ের,ড্র্যের
কিশোরের,কিশরের
পশুপাখির,প্সহুপাখির
কষ্টের,কস্তের
নম্বর,নম্ব্র
নম্বর,নাম্বার
যাত্রী,জাত্রি
যাত্রী,জত্রি
যাত্রী,যাত্রি
পলাশ,প্লাশ
পলাশ,পলাস
পলাশ,পলাষ
পলাশ,অইলশ
চিনত,চিন্ত
সম্রাটেরও,সম্রাটেও
খুশি,খুসি
আগ্নিসংযোগের,আগ্নিসংযগের
ফাঁদে,ফাদে
বানিয়ে,বিনিয়ে
মেয়ের,মেয়র
মমিনুর,মামীণূড়
আত্মসাত,আত্নসাত
প্রত্যেককে,প্রতে্যক্কে
স্বাগত,শাবগত
স্বাগত,সাবাগত
স্বাগত,সাগত
ভারতীয়দের,ভারতিয়দের
গবেষণালব্ধ,গবেষ্ণাল্বদ্
প্রকাশিত,প্রকাসিত
প্রকাশিত,পরকাষিত
জার্নাল,জারনাল
মেডিসিনে,মেডিশিনে
উদ্ভাবিত,উধাবিত
মাসের,মাশের
নেওয়ার,নেওার
এসএসসি,এসেসসি
এইচএসসি,এইচেসসি
এইচএসসি,এইছেসসি
সংবাদদাতা,সংবাদ্দাতা
গাজীপুরে,গাজিপুরে
কর্মবিরতি,করম্বিরতি
বিক্ষোভ,বিক্কোভ
বিক্ষোভ,বিক্ষভ
বিক্ষোভ,বিক্ষব
অবরোধ,অবরধ
ভাঙচুর,ভাংচুর
কয়েকঘণ্টা,কয়েকঘণ্ঠার
সহিংস,শ্নগস
লোককে,লক্কে
মোদিকে,মদিকে
ফুটেজ,ফুতেজ
আনন্দে,আন্নদি
নব্বইয়ের,নব্বিয়ের
দশকে,দসকে
দশকে,দদকে
দশকে,ধসকে
আজহারিই,আহাজারিঈ
সম্মানী,শোম্মাণি
ফয়সল,ফয়স্ল
প্রাইজের,প্রিজের
কয়েকজনকে,কয়েকজঙ্কে
ডলার,দলার
গোপনে,গোপ্নে
করো,কর
সর্বোত্তম,সরবত্তম
প্রতিষ্ঠা,প্রতিশ্তা
প্রতিষ্ঠা,পতিশ্তহা
প্রতিষ্ঠা,প্রতিশ্তহা
প্রতিষ্ঠা,প্রথিশ্তঠা
ইংল্যান্ডে,ইংল্যান্দে
ইংল্যান্ডে,এংলান্দ
ইংল্যান্ডে,এংলান্দে
সূত্রে,সুরতে
সূত্রে,সুত্রে
সূত্রে,শুত্রে
সূত্রে,সুত্র
বিশ্বকাপেও,বিসবকাপেও
ভালো,ভালো
খেলবে,খেল্বে
শাদাব,সাদাব
লাগলো,লাগ্ল
গার্ড,গারদ
ন্যানো,ন্যান
দুধের,দুদের
এছাড়া,এছাড়া
ওয়েবসাইট,অয়েবসাইতে
সার্ভার,সারভআর
পরিচালনার,প্রচালনার
পরিচালনার,পরিছালনার
ওয়েবসাইটটি,ওয়েবসাইট্টি
সরিয়ে,স্রিয়ে
সরিয়ে,সরিয়ে
ট্রেনিং,ত্রানিং
ট্রেনিং,ত্রাইনিং
ট্রেনিং,ত্রেনিং
আমব্রিস,আম্ব্রিস
শাই,সাই
হোপ,হপ
হোপ,হপে
করছিলেন,ক্রছিলেন
করছিলেন,করেছিলেন
করছিলেন,করছিলেম
মাশরাফির,মাশারাফির
মাশরাফির,মাশ্রাফির
মাশরাফির,মাশ্রাফের
সুবিধায়,সুবিধাই
ছাড়ার,ছারার
ছাড়ার,চারার
অনুমতি,োনুমতি
অনুমতি,আনুমতি
অনুমতি,অনুমুতি
অনুমতি,অনমুতি
বোর্ডের,বর্ডের
আসছেন,আসসেন
আসছেন,আশ্ছেন
সাপের,শাপের
সন্ধানে,সন্দানে
উপদ্রুবের,ঊপদ্রুপের
পেলেই,পেয়েই
সাপ,শাপ
লালকিল্লার,লালকিল্লাআ
বিসিআইএম,বিসিয়াইইম
শুধুই,সুদুই
শুধুই,সুদু
সংযোগ,সংজগ
সোনাদিয়া,সনাদিয়া
সোনাদিয়া,সনাদিইয়া
পরাজিত,পরাজিতও
বিস্মিত,বিসশিত
সবাইকে,শবাইকে
সবাইকে,সবাআইকে
মানব,মাণাব
মানব,মানাব
প্রচেষ্টা,প্রছেস্তা
প্রচেষ্টা,প্রচেশ্তা
তথা,ত্থা
তথা,ততা
তথা,ততকা
ঠিকই,থিকই
কৃষকের,কৃষ্কের
পণ্যের,পন্নের
পণ্যের,পণ্যর
পণ্যের,পনের
এসেছি,এশেছি
সন্তান,সনতান
সন্ধ্যার,সন্ধার
আকাশ,আকাশে
মিনিট,মীণীট
মিনিট,মিইনিত
মিনিট,মিনিত
স্থায়ী,স্থায়ি
স্থায়ী,শ্তহায়ি
স্থায়ী,স্তায়ি
স্থায়ী,স্থাইয়ি
খুঁটি,খুতি
উপড়ে,উপ্রে
পরিবহন,প্রিবহ্ন
পরিবহন,পরিবাহান
চাঁদাবাজি,চাদাবাজি
ব্যবসাকে,বঅ্যাবসা
বিপুল,বীপুল
লেনদেন,লেন্দেন
ঝড়বৃষ্টি,ঝ্ররব্রিস্তি
যেত,জেট
যেত,জেত
যেত,যেতে
করাচ্ছি,ক্রাচ্চছি
হোসাইন,হোশাইন
ইয়াজিদ,ইয়াকিদ
গণজমায়েতের,গ্ণজামায়েতের
যাবো,জাবো
এতই,এতেই
এবছর,এবছ্র
ক্যাপ,কাপ
রাজনৈতিকীকরণ,রাজনইতিকীক্রন
উপন্যাসসহ,উপন্যাসশহ
বিচরণ,বিব্রন
বিচরণ,বিছরন
ঔপন্যাসিক,ঐপণ্যাসিক
কথাশিল্পী,কথাশীল্পি
শিশুসাহিত্যিক,সিসুশাহিতি্যক
সাংবাদিক,শাংবাদক
সিংহভাগ,শিঙ্ঘভাগ
মানুষেরই,মানুশেরই
মানুষেরই,মানুশেরি
পুরাকৃর্তী,পুরাকৃরতি
কাছেও,কাসেও
ইতিহাস,ইতিহাশ
ইতিহাস,এতিহাস
তিনজন,তিঞ্জন
তিনজন,তিইজন
ম্যানেজিং,মাণেগীঞ
পদত্যাগে,পদত্যাগই
৭টার,৭তার
বাক্স,ব্যাক্স
যেই,জেই
প্রচার,প্রছার
তাঁরা,তারা
লিড,লীদ
লিড,লিদ
দ্বিগুণ,দিগুন
রঙ,রং
পার্থক্য,পারথক্ক
মসজিদের,মশজিদএর
কাঁদছেন,কাদছেন
ব্যাটিংয়ে,ব্যাটিঙয়ে
ব্যাটিংয়ে,ব্যাটিং্যে
ব্যাটিংয়ে,ব্যাটিং্যের
ব্যাটিংয়ে,বাত্তিঙ্গে
আফ্রিকার,আফ্রিচার
নিয়মরক্ষার,নিয়ম্রক্ষার
সাক্ষী,শক্ষী
উঁচু,উছু
হাজারো,হাজার
ঐতিহাসিক,অইতিহাশিক
ঐতিহাসিক,অইতিহাসিক
ঐতিহাসিক,ওইতিহাসিক
স্থাপনা,স্থাপ্না
শোনা,শনা
শোনা,সোনা
বিবাহোত্তর,বিবাহোত্ত্র
সংবর্ধনা,সংব্ধনা
সংবর্ধনা,সংবরদনা
ইউরোপে,ইউরোপএ
ইউরোপে,উরপে
ইউরোপে,এউরপেয়ে
মধুচন্দ্রিমা,মধুচন্দিমা
কাটাবেন,কাতাবেন
দম্পতি,দম্পত্তি
সুহানা,শূহাণা
শট,সট
রেডি,রেদি
জিরো,জীরো
কর্নারে,ক্রনারে
মিনহাজের,মিজানের
ভাষা,ভাসা
ভাষা,ভাশা
বাণিজ্যের,বানিইজ্জের
খেলব,খেল্ব
আশঙ্কার,আশ্নগকার
নির্বাচনবিমুখতা,নিরবাচনবিমুখতা
নির্বাচনবিমুখতা,নিরবাচনবিমুকতা
জাতির,জাতীর
অশনিসংকেত,আশানীসংকেত
জয়ী,জয়ি
অন্যরা,অন্নরআ
সভায়,সভাই
সভায়,সবায়
সভায়,সভার
কাউন্সিলের,কাউন্সিল্বর
কাউন্সিলের,চউন্সিলর
তারিখ,তারিক
নির্ধারিত,নিরধারন
নির্ধারিত,নিরধারিত
নির্ধারিত,নিরদারিত
নির্ধারিত,নিতধারিত
পূর্বেই,পূরবেই
সফরসূচী,সফরসুচী
দেশজুড়ে,দেশজুরে
তৃণমূল,তৃমুল
