text,label
অথই নামটা আমার খুব পছন্দের একটা নাম।,p
সেরা ছিলো,p
সত্যি নাটক টা খুব বেশি ভালো লেগেছে।,p
সত্যি এক কথায় অসাধারণ,p
অসাধারণ। খুব ভালো লাগলো,p
সত্যি অনেক লাগলো ও অনেক মজা পেলাম নাটক টা দেখে..ইরফান. সাবিলা নূর ও শামিম হাচান সবার অসাধারন অভিনয়...বাস্থব এর সাথে অনেক মিল চিল সত্যি কলিজার বন্ধুরা এমনই হয়..,p
খুব ভালো লাগলো,p
"আসলে ,,, অনেক বেস্ততার মাজে নাটক টা দেখছি,,দেখে অনেকে ভালো লাগলো,,,,, সবাইকে অনেক ধন্যবাদ",p
বন্ধুত্ব হারায় না বেঁধে রাখে করে আপন জন্ম মৃত্যুর মাঝে ভালবাসার স্বপন সত্যিকারের বন্ধু বেঁচে থাক আজীব#উৎসর্গিত,p
অসাধারন ফিনিশিং,p
অসাধাৱন একটা নাটক।সবাৱ অভিনয় ভাল হয়েছে।,p
দারুন নাটক,p
আসলেই অসাধারণ খুব ভালো লাগলো নাটকটি দেখে,p
"যদি বাস্তব জীবনে এমন টা ঘটতো প্রতিটা সম্পর্কে, কতইনা ভালো হতো।",p
অসাধারন বাংলাদেশ এর নাটকের তুলনা হয়না।,p
কিছুই বলার নেই ।। শামীম ভাই proud of you,p
ভাল থাকুক ভালভাসার বন্ধুগুলো,p
শামিম ভাই সেরা সেই,p
পুরো নাটকটা উপভোগ করলাম খুব ভালবাবে।। অনেকটাই হাসলাম তবে শেষ সময়টা একটু বেশি আবেগী হয়ে গেলাম খুব ভাল্লাগচে,p
আরে কি বলবো পুরাটা নাটক হাসি আর শেষের কথা গুলু খুব গুরুত্বপুর্ণ আর ভালো লাগলো,p
খুবই ভালো একটা নাটক। এইরকম নাটক বার বার চাই,p
সত্যি অসাধারন নাটক আমাদের দেশে এতো সুন্দর নাটক হয় কখনো ভাবিনি। ধন্যবাদ জাড়া এই নাটকের পিছনে সময় দিয়ে সুন্দর করে সাজিয়ে গুছিয়ে নাটক টা তৈরি করেছে তাদের কে আবারও ধন্যবাদ,p
এত সুন্দর নাটক ডিজলাইক কমিউনিটিদের জন্য সমবেদনা সাবিলা নুর এই নাটকে ঠিক ছিল মানিয়েছে,p
খুবই ভাল লাগল নাটকটা,p
অসাধারণ একটা নাটক,p
সুপার নাটক মজা পাইছি,p
অসাধারণ একটা নাটক,p
"পলাশ ভাইর প্রথম কাজ হিসেবে জোশ একটা কাজ হয়েছে  শুভ কামনা ভাই, সামনে আরো ভালো ভালো কাজ দেখতে চাই।",p
দারুন ছিলো নাটক টা,p
যারা ডিজলাইক দিছে!!! ওরা নিশ্চয় হিরো আলমের ভক্ত,p
"শামীম ভাই বেস্ট,,,, তামিম রে কেন নিছে,,,, হালারে দেখলেই মেজাজ খারাপ হয়,,,,",p
"অসাধারন অসাধারন,,, হাসতে হাসতে পেট ব্যাথা হয়ে গেছে",p
"সুন্দর একটা নাটক দেখালাম ,",p
মন টা ভালো হয়ে গেল নাটকটা দেখে,p
আমার দেখা সেরা নাটক হয়ে থাকবে।শামিম ভাই অসাধারণ!!,p
নাটক টা কালকে ওধেক দেখলাম আর সকালে বাকি টা। এত মজার নাটক। রিয়েলি আমি সত্যি অনেক হ্যাপী....  নাটক টা রিয়েলি অসাধারন।,p
শামীম ভাল অভিনয় করেছে।।।তবে বাস্তবেও এমন প্যারাবাজ বড় ভাই ও ড্রাইভার আছে।,p
মন ভালো করার মত শ্রেষ্ঠ নাটক,p
খুবই মজা পাইছি দারুণ,p
অনেক সুন্দর,p
খুবই সুন্দর একটি নাটক,p
অামার দেখা অন্যতম সেরা একটা নাটক,p
অনেকদিন পর  খুব ভাল  একটা নাটক  দেখলাম....  এমন  আরও  ভালো  ভালো  কাজ  দেখতে  চাই,p
ইরফান ভাই ও শামীম ভাই এর অসাধারন একটিং,p
সুন্দর হয়েছে,p
সেরা একটি নাটক সবার অভিনয় মুগ্ধ করেছে আমাকে,p
"এই বারের ঈদের st class একটা নাটক Full time উপভোগ করলাম, দারুন  শামীম ভাইয়ার acting",p
অসাধারন ছিলো নাটক টা,p
ফার্স্ট টাইম একটা নাটক এত্ত ভালো লাগলো যে কমেন্টস না করে পারলাম না।শামীম ভাইয়ের অভিনয়টা দুর্দান্ত ছিল।,p
নাটক টা অনেক ভাল লাগছে। medical বই পড়ে বলতেছে variety te পড়ে।,p
অতুলনীয়..,p
খুব সুন্দর একটা নাটক।ভালো লাগছে,p
"শামীম & পলাশ ভাই / তামিম , সাজ্জাত & sabila nur কে  অভিনন্দন @ great নাটক ২০১৮@ #friends forever #",p
সুপার নাটক,p
দারুন সামিম ভাই,p
অনেক ভাললাগলো নাটকটা,p
ভাল্লাগছে!,p
শামীম ভাই আপনাকে আমার অসসসসসসসসসাধারন লাগে আপনার অভিনয় ও কথা গুলাও সব ভালো লাগে love u,p
just wowঅসাধারন একটা নাটক,p
শামিম তুমি দারুন,p
সাবিলা নূর এর যায়গায় অন্য কেউ হলে নাটকটা আরও সুন্দর হইতো।,p
শামীম মানেই অন্য রকম কিছু অসাধারণ।,p
শামীম ভাই তোমাকে অনেক ভাল লাগে।।তোমমার অভিনয় টা ধারুন হইছে।। আর সাবিলা তো সাবিলা কি সাংগাতিক মেয়ে রে বাবা।,p
শামীম ভাই আপনি একটা মাল ভাই,p
অনেক দারুন লেগেছে কি বলবো এক কথায় অসাধারণ খুব কম নাটক আছে  প্রথম থেকে শেষ পর্যন্ত হাসলাম  অনেক বিনোদন পেলাম  তার ভেতরে এই একটা নাটক শামীম ভাই আপনি জীবন্ত বাস্তবতা ফুটিয়ে তোলেন আই লাভ ইউ ভাই  সবকিছু ভালো ছিল✔,p
এক কথায় অসাধারণ,p
অসাধারন এক কথায়।,p
রাউজানের ছেলে সাজ্জাদ। ভালো কাজ করে যাচ্ছেন ভাই।,p
"দারূণ তো,অনেক মজা পেলাম।।।জীবনটা এরকম মজার না হলে কি চলে।পুরাই benefits",p
"সাবিলার গ্রামের বাড়ি কী চট্টগ্রাম!!!!  একেবারই চাঁটগাইয়া টান... সবার অভিনয় এত রিয়েলিস্টিক ছিল....মনে হচ্ছিল, সব কিছু চোখের সামনে ঘটছে!!!! একটা ব্যাপার কিন্তু সত্য....মেয়ে বাড়ি থেকে পালিয়ে আসলে, ছেলের বাড়ির মানুষ মেয়ে, মেয়ের পরিবারকে ছোট করে অনেক বাজে কথা বলে",p
দারুন গুরু,p
অসাধারণ একটি নাটক,p
"দারুন মজা পেলাম,চমতকার এন্ডিং। সাবিলা নূরের অভিনয় প্রাণবন্ত।",p
অসাধারন,p
অসাধারণ নাটক...কোনো তুলনা নাই...শামিম ভাই আর সাজ্জাদ ভাই সুপার...,p
সেই একটা নাটক অসাধারন হাসতে হাসতে পেট ব্যাথা হয়ে গেল,p
আনন্দ পেলাম এই নাটকটা দেখে,p
অসাধারণ একটি নাটক।,p
"one of the best drama of Shamim vai, তবে এখানেই থেমে থাকলে চলবে না শামীম ভাই,, আশা করি আপনার কাছ থেকে এই রকম এবং এর থেকেও অনেক বেশি মজার নাটক পেতে চলেছি।।keep it up",p
সত্যিই অসাধারণ!,p
সত্যি অনেক ভালো লাগছে।মন টা ভরে গেল।,p
সত্যি নাটকটি অসাধারণ ছিলো।,p
সেরা নাটক,p
ভালো লাগলো,p
নাটক টা ভালো লাগলো,p
অসাধারণ একটা নাটক।শামীম সরকার ভাই যে নাটকে আছে ঐটা must view হবেই।i like shamim hasan sarkar..,p
"সুন্দর নাটক আমার খুব ভাল,লেগেছে।",p
"অনেক বছর পর শামীম ভাই  যখন দেশে ফিরে সাজ্জাদ আর অথৈ এর সাথে দেখা করতে  যায় ---এটা দেখে পুরাই আবেগপ্রবণ হয়ে গেলাম। আসলে প্রিয় মানুষদের মুখে হাসি দেখতেই অনেক ভাল লাগে। সুন্দর নাটক, সুন্দর অভিনয়,সুন্দর ফিলিং।",p
নাটকটি আনেক ভালো লগছে,p
শামিম ভাই নাটক সত্যি অসাধারণ,p
শামিম ভাই যেখানে   হাসি মজা সেখানে,p
"আমাদের দেশের নাটক.. পৃথিবীর শ্রেষ্ট নাটক,, যারা ভারতের নাটক দেখেন তাদের উদ্দ্যেশে বলছি,,, আপনারা বাংলা নাটক দেখুন,, বাংলা নাটক বুঝার চেষ্টা করুন,, একবার যদি বাংলার নাটকে মন ভরে যায় তাহলে অন্য কোন দেশের নাটক জীবনেও দেখতে ইচ্ছে করবেনা,,,,,,আসুন বাংলা নাটক দেখি বাংলাদেশ কে ভালবাসি------",p
"অসাধারণ গল্প, - চমৎকার অভিনয়,, আর শামীম ভাই আমার প্রিয় অভিনেতা,, ওনার অভিনয় আমার হৃদয় ছোঁয়ে যায় । শামীম ভাইয়ের জন্য শুভ কামনা রইল।",p
"শামিম ভাই বস,,,,  শেষটা অসাধারণ",p
একটু বেশিই মজার ছিল....,p
দারুন ছিল,p
আসলে বাংলাদের নাটক অনেক #ভালো হয়,p
সেরা ছিলো,p
নাতকটা আসলেই খুব ভাল।,p
. মিনিট থেকে.. তামিম যা করল.. আলগা বিনোদন পাইছি.. তামিম এর..ড্রাইভার এর..অভিনয় দেখে আরো হাসি পাইছে...,p
ভালো জবাব নাই।,p
শামীম ভাউ তু গ্রেড হোঅানলিমিটেড হাসির নাটক আমার জীবনেও আমি এতো লম্বা সময়ে ধরে কখনো হাসি নিএক কথায় হাসির রাজ্যজয় নাটকটার শেষটা,p
ইউটিউবকে ধন্যবাদ। টিভিতে বিজ্ঞাপনের জ্বালায় তো নাটক দেখাই ছেড়ে দিসি! টিউবের কল্যাণে এমন অসাধারণ গল্পের নাটক দেখতে পেলাম। সকল কলাকুশলী ও অবশ্যই পরিচালককে বিশেষ ধন্যবাদ এমন প্রাণবন্ত নাটক উপস্থাপন করার জন্য!!,p
সত্যিইইইইই অনেক ভালো লেগেছে।,p
নিখুঁত অভিনয়+বাস্তবধর্মী একটি নাটক। শুরুর থেকে হাসি যেন থামছিলই না। অসাধারণ,p
নাটকটা ৩ বার দেখলাম। শামীম ভাই আপনি সেরা  ভালোবাসা নিয়েন,p
"এইটা বেস্ট ছিল, সামিম মামা, ইরফান ভাই পুরায় অাগুন!",p
অনেকদিন পর কোন নাটক  প্রথম থেকে শেষ অবদি দেখলাম।ধন্যবাদ আপনাদের এত সুন্দর একটা নাটক উপহার দেয়ার জন্য,p
শামীম ভাইয়া তোমার অভিনয় টা অনেক সুন্দর হয়েছে আর,p
অসাধারন।,p
খুব ভাল লাগলো।,p
হমমমম। অনেকদিন পর একটা ব্যতিক্রমী concept ধারী নাটক দেখলা। just awosome.অবশ্য শামীম ভাই এর জন্য নাটকটা আরও বেশি humor এ ভরে উঠেছিল,p
ছিঃ মানুষের রুচি। এইসব নাটক ফেলে সিরিয়াল দেখে পাবলিকে। বিশ্বের সেরা নাটক বাংলাদেশেই হয়।,p
সবার অভিনয় জোস হয়েছেশামীম মানেই একটু অন্যরকমমনটা ভালো হয়ে গেল।,p
শামিম মাল টা ভালো।,p
আমার জীবনে দেখা শেরা নাটক এটা। দারুন উপভোগ করলাম।,p
অসাধারন,p
খুব মজা লাগল।। অনেক অনেক ভাল হইসে সবার অভিনয়।  গল্প টাও দারুন ছিল,p
"সত্যিই অসাধারন,, হয়ছে,,",p
"সত্যিই অসাধারন,, হয়ছে,,",p
২০১৮ সালের সেরা নাটোক।পুরো নাটক টাই বিনোদন এ ভরপুর। ডিস্লাইক দাতাদের জন্য কি বলবো বুঝতে পারছি না।তারা আদৌ কি সুস্থ?,p
সত্যি দারুন একটা নাটক...!!!,p
হাসতে হাসতে শেষ ভালো লাগছে,p
অসাধারণ লাগলো নাটক টা...? <বাংলাদেশ এর পরিচালক দের প্রতিভা অতুলনীয়,p
এত্তগুলা সুন্দর....,p
"কাওলা এরিয়া কে টাঙ্গাইল বলে দিলো, তাই তো বলি এত সুন্দর রাস্তা পাইছে কই",p
ভালই লাগতেছে,p
"শামিম ভাই আপনার অভিনয় দারুন ছিল,বাকি সবাই অ ভাল করছে",p
অনেক ভাল লাগল,p
পুরা বিনোদন,p
একদম নিখুঁত অভিনয়়। এইসব নাটক গুলা কেন যে চ্যানেল পায় না বুঝি ইই না। অন্তত্য এইটা চ্যানেল পাওয়া উচিত ছিল।,p
শামীম ভাই কি বলে বুজাবো। আমি আপনার সাচ্চা ফ্যান আছি থাকবো।আসলে বন্ধুত্বের স্বৃতি কখনো ভুলার নই।অসাধারন অভিনয় প্রতিবারের মতোই।শেষ মূহুর্তের দৃশ্যে আবেগময় হয়ে পড়েছিলাম।,p
শেষ কথা গুলা অসাধারন ছিল।,p
"পরিপূর্ণ গল্প,খুব ভাল লেগেছে। পরিচালককে ধন্যবাদ এত সুন্দর নাটক উপহার  ।",p
"অসাধারন,,, নাটক,,,,শামীম ভাই,,,his the best",p
জোস একটা নাটক....... সবাই ভালো অভিনয় করেছে.....স্ক্রিপ্টটা ভালো ছিল।,p
অসাধারণ নাটক,p
"শামীম ভাই যে অভিনয় করছে সেরা,,,এত্ত হাসি নাই ঈদের অন্য কোন নাটক দেখে। চিয়ার্স",p
আমার দেখা সেরা নাটক.....,p
সেরা... হাসতে হাসতে পেট ব্যাথা হয়ে গেল...খুব মজা পায়ছি,p
শামীম ভাই এর শেষের কথা গুলো ছিলো অসাধারণ।,p
অসাধারণ গল্প।  একটুও মিস করিনি...,p
লাষ্টের দিকটা অসাধারণ,p
অসাধারণ একটি নাটক শামীম ও সাবিনা নূর অভিনয়টা ভেরি নাইস,p
সাবিলা সুন্দর অভিনয় ছিল (y),p
Ziaur Haque polash  ধন্যবাদ আপনাকে এই রকম একটা নাটক উপহার দেওয়ার জন্য সব মিলে গরম মশলা।।।।।।।।।। ভালো ছিল,p
"ভাত রুমে ভালো,,,,,, নেট,,,",p
"দারুন ছিল,,,,এরকম বড় ভাই,, আসলেই দরকার",p
সত্যি অসাধারণ একটা নাটক।।শামিম ভাই.... u just really Amazing...  Love you,p
"নাটকটা ভাল ছিলো, তবে একটু বেশি লেন্দি হয়ে গেছে, ৪০ মিনিট মনে হয় বেটার ছিলো গল্পটার জন্য",p
ভালো লাগলো!,p
নাটক টা যে বানাইছে শালা একটা মাল । ভালো লাগছে ।,p
নিঃসন্দেহে শামীম হাসান সরকার সেরা,p
ভালো লাগছে,p
"অসাধারণ একটি নাটক, পুরো ১ ঘণ্টা ৩৮ সেকেন্ড উপভোগ করেছি।",p
"আজব ভাই,এই নাটক এর নাম ফ্রেন্ডস উইথ বেনিফিটস কেন দিল তাই বুঝলাম নাহ????বাট নাটক টা ভাল ছিলো! , নামকরণ টাই বুঝলাম না",p
"অসাধারন একটা নাটক, তিন জনের অভিনয়  অসাধারন হয়েছে।",p
পলাশের কাজ এতো ভালো হবে কল্পনাও করি নাই! তৌহিদের ফ্রেন্ড - সাদ্দাম।,p
ড্রাইভার সবচেয়ে ভালো লাগছে,p
ভাল লাগল।।দারুন,p
সাবিলা ইজ বেস্ট🤘🤘,p
১ঘন্টা পিউর বিনোদন,p
"সেরা একটা নাটক দেখলাম,অনেক ভাল লাগল।",p
দারুন। ডিরেক্টরকে ধন্যবাদ।,p
এক কথায় অসাধারন,p
"পুরো ১ ঘন্টায় হাসলাম।ধন্যবাদ এত সুন্দর একটা নাটক উপহার দেওয়ার জন্য,ভবিষ্যৎ এ এইরকম নাটক আরো চাই",p
অসাধারণ হইছে,p
সকল অভিনেতা ও অভিনেত্রীদের অভিনয় ছিল সত্যিই মনোমুগ্ধকর। ধন্যবাদ সবাইকে।,p
ওভারএক্টিং মনে হইছে প্রত্যেকটা জায়গায়...,p
অনেক ধন্যবাদ এত সুন্দর নাটক উপহার দেওয়ার জন্য।,p
চমৎকার একটি নাটক।,p
যুগের সাথে তাল মিলিয়ে অনেক সুন্দর নাটক। মাঝে মাঝে অনেক হাসি পেল নাটকইটি দেখে।,p
"খুব ভালো লাগলো, কিন্তু সাবিলা নূর আমার কানটা ঝালা পালা করে দিলো...!",p
অসাধারণ একটা নাটক।শামীম সরকার ভাই যে নাটকে আছে ঐটা must view হবেই।,p
অনেক ভালো লাগলো,p
অসাধারণ,p
শামীম ভাইয়ের এত সুন্দর অভিনয় মুগ্ধ করার মত...,p
"শামীম হাসান সরকার একজন উচ্চমানের অভিনেতা, সব রকম চরিত্রে অভিনয় করার মত দক্ষতা আছে উনার, তবে ইরফান সাজ্জাদ ভাই এর অভিনয়ও আমার অনেক ভালো লাগে।",p
আমার দেখা সেরা নাটক অনেক হাসলাম। শামিম তুমি বেস্ট ভাই,p
যখন শামিমরে দেখলাম তখন অন্য কিছু না খুজে এই নাটকটা দেখা শুরু করলাম। সেই রকম মজা পাইলাম।,p
শামীম ভাই যেখানে সেখানে তো মজা হবে! He is a Boss,p
শামীম ভাই তুমি বেস্ট,p
অনেক সুন্দর লাগলো শেষের অংশ টুকু,p
অসাধারন নাটক,p
অনেক মজার একটা নাটক এই ঈদের সবথেকে বেস্ট নাটক,p
এই ঈদের সেরা নাটক,p
দারুন অভিনয় দক্ষতা!,p
ভালো লাগার মত একটি গল্প শামিম ভাই অনেক অনেক শুভকামনা রইলো আপনার জন্য,p
বাংলা নাটক অফ দা ইয়ার।।।শামীম ভাইয়ের অভিনয়ে মাজা পাইছি বহুত।,p
শামিম ভাইয়া সেইসাজ্জাদ ভাইয়া ভালো একজন মানুষ,p
পুরা নাটকে শামিম ভাইয়ের অভিনয়টা খুব ইনজোয় করছিলাম।। অসাধারন শামিম ভাই।।।,p
এক কথায়  কথাই অসাধারণ,p
খুব ভাল লাগলো।।।,p
"অনেক সুন্দর নাটক,,,, সাবিল নূর তোমার অভিনয় অনেক উন্নতি হয়েছে",p
নাটকটা দারুণ হবে পরে দেখবো...,p
শামিম অনেক সুন্দর  অভিনয়  করে,p
নাটকের সম্পূর্ণ সময়টাই উপভোগ করলাম। এককথায়  ছিল।।,p
এত সুন্দর স্ক্রীপ্টের জন্যই বাংলা নাটক আমার কাছে খুব ভালো লাগে। প্রতিটা চরিত্র খুব সুন্দরকরেই ফুটিয়ে তোলা হয়েছে।  just  I love it,p
খুবসুন্দর,p
Polash Vaiইউ আর গ্রেট ভাই,p
১ম ৫৬ মিন প্রচুর হেসেছি।এবং শেষের ৪-৫ মিন অত্যন্ত আবেগময় ছিল।One of the best natok I have ever seen....shamim vai tumi boss.....,p
অসাধারণ একটা নাটক,p
আমার কাছে ড্রাইভার সবচেয়ে ভালো লাগছে এত হাসতে হাসতে দম বন্ধ হয়ে যাচ্ছে শামীম ভাই তো বলার ভাষা নেই এত সুন্দর অভিনয় করছে সবচেয়ে ড্রাইভার একটা ভালো হইছে আর শামীম হাসিতে পারে জমাতে পারে পুরো নাটকটা পুরোপুরি নাটক টান শামীম জমে উঠেছে,p
খুব ভাল  লাগলো,p
এক কথায় অসাধারন মন ছুয়ে গেলো,p
অসাধারণ নাটক,p
বিউটিফুল,p
"খারাপ না ভালো """" তবে শামিমের আর সাবিলা নুরের অভিনয় অসাধারণ ছিলো।",p
"অনুভূতি গুলা ভাষায়  প্রকাশ  করার মত না,এতো ভালো কমেডি ছিলো অনেক হাঁস  আজ অনেক অনেক  ধন্যবাদ সকল মেম্বারদে",p
"সত্যি খুব ভালো লেগেছে, ছাজ্জাদ ভাই এবং সামিম ভাই ছাবিলা নূর, সত্যি অসাধারণ।",p
অনেক অনেক অনেক ভাল্লাগছে,p
শামীম ভাই আপনি একটা জিনিস।নাটকে আপনি থাকলে তো মাজা হবে ই,p
"মনটা ভালো করে দিলো, ফিনিশিংটা খুব মিষ্টি ছিলো",p
শামীম ভাই খুব দারুন  আবিনেয় করো,p
"বুঝলাম না,ইংলিশ মুভির নাম নেয়ার কী অর্থ এত সৃজনশীলতার দেখানোর পর!",p
শামীম ভাইয়া অনেক ভালো,p
"দারুন ছিল, যারা না দেখেই কমেন্ট পড়তে এসেছেন তাদের কে বলবো দেখুন ভালো লাগবে",p
"অসাধারন নাটকশামীম ভাই যেহেতু আছে তাহলে তো,মাজা হবে,চিল হবে,",p
best  of Luke ... নাটকটা অনেক ভাল লাগচে  এমন নাটক আমরা আবার যেন পেতে পারি...##,p
অসাধারন একটা নাটক,p
আসলে নাটকটা অনেক  অনেক ভাল চিল তাদের তিন জনের অবিনয়টা অনেক  মজার চিল ...,p
ভালো কনসেপ্ট ছিলো... শামিম ইউ বিউটি.....,p
শামিম ইহ দা বেস্ট,p
শামিন is best,p
এক কথায় অসাধারণ,p
আমার দেখে সেরা  নাটকগুলোর মধ্যে একটি,p
ভালো লাগছে,p
নাটক এত মজা পেলাম হাসতে হাসতে মাথা নষ্টআমার লাইফে এরকম অবস্থা গেছে কাতার থেকে সবসময় আছি আপনাদের সাথে,p
অসাধারণ নাটক।।,p
সত্যি শামিম ভাইয়ের তুলনা হয় নাউনি যে একজন গুনি অভিনেতা সেটার প্রমান বার বার দিচ্ছেন।এই টাইপের গল্প দেখতে অনেক ভাল লাগে অনেক বছর পর দেখা হয় আর হ্যাপ্পি এন্ডিং হয়।সবাই ভাল কাজ করছে ধন্যবাদ সবাইকে,p
সত্যি শামিম ভাইয়ের তুলনা হয় নাউনি যে একজন গুনি অভিনেতা সেটার প্রমান বার বার দিচ্ছেন।এই টাইপের গল্প দেখতে অনেক ভাল লাগে অনেক বছর পর দেখা হয় আর হ্যাপ্পি এন্ডিং হয়।সবাই ভাল কাজ করছে ধন্যবাদ সবাইকে,p
"অসাধারণ একটি গল্প…শামীম আহমেদ সরকারের অভিনয় মন ছুঁয়ে যায় সবসময়। সাবিলা নূর এবং সাজ্জাদের অভিনয় সহ পুরু নাটকটাই ছিল এক কথায় অসাধারণ,অনেক ভালো লাগলো।",p
ভালো ছিলো,p
সাবিলা নূর পুরা ফাটাইয়া অভিনয় করছে আর এরফান সাজ্জাদ এর সবসময় ভেজা বেড়াল এর অভিনয়টা just love,p
"ভাল লাগছে, শেষ দিকটা বেশি মজার ছিল।",p
শামীম ভাই যেখানে আছে নাটক সুপার??,p
চরম একটা  দেখার মতো নাটক!  শামিম ভাই সেরা,p
শামিম ভাই যেখানে আছে সেখানে মজা তো হবেই।।just awesome,p
এই ঈদের সবথেকে জোশ নাটক,p
দেখা শুরু করলাম প্রিয় অভিনেতা ইরফান সাজ্জাদ আছে তো তাই,p
নতুনদের ভিতরে শামীম ভাই এর অভিনয়টা খুবই ভালো লাগে,p
অসাধারণ একটা নাটক। ভিন্নধর্মী কাহিনী।,p
"কেমনে কি, এক কথায় অসাধারণ।অনেক মজা পেলাম।",p
অসাধারণ সমাপ্তি।,p
"নাটকটা দেখার মত হবে...  কেননা, সাবিলা নুর আর শামিম হাসান সরকার আছে আর সাজ্জাদ তো আছেই..  নাটক টা আসলেই মজার হবে...",p
"সাবিলা নূর অসাধারণ অভিনয় করলো!! """,p
সুন্দর হইছে মম্মা।,p
অসাধারণ একটি নাটক,p
শামীম ভাইয়ের অভিনয় টা অনেক ভাল লাগল,p
শেষটা কিনতু দারুন হয়েছে,p
মজার নাটক,p
নাটকটা দেখে এতো ভালো লাগলো যা বোলে বুজানো জাবেনা।,p
অসাধারণ একটি নাটক,p
দারুন হয়েছে।,p
ঈদ  এ দেখা বেস্ট নাটক,p
অনেক দিন পর বাংলা নাটকে মন ভরল। সাবিলা নূর অসাধারন অভিনয় করেছে।ফিনিশিং টা জোশ ছিল।,p
অনেক দিন পরে ভালো একটা নাটক দেখলাম Tnx....,p
"সত্যি সুন্দর হয়েছে, হুম পরিচালক বুঝাতে চেয়েছে এই ভাবে বিয়ে করলে এই ভাবে পোহাতে হবে, সবাই যেন সম্মান নিয়ে বিয়ে করে",p
ভাল লাগল নাটক টা দে‌খে।,p
নাটকটা অনেক ভালো ছিল shamim tamim is the best,p
শামিম ভাই।।।মুড টা ভাল করে দিলা।।।আর পলাশ ভাই তুমি অনেক দির যাও ভাই।।।। best of luck,p
"সুন্দর হয়েচে ঈদ মোবারক সবাই ভাল অভিনয় করেচেন অনেক সুন্দর হয়েচে,",p
"আমি এর আগে,কখনো কোন নাটক দেখে কমেন্ট করিনি। এই ফার্স্ট কমেন্ট করছি। নাটক টা এক কথায় awesome ✊। অসাধারণ..........!",p
শামিম ভাই সেরা,p
শামীম ভাইয়া চিল বড়ো।অসাধারণ বস,p
অনেক সুন্দর হইছে।,p
পুরাই ১ঘন্টা ৩৮ সেকেন্ড উপভোগ করছি মাজা আগেয়া   সামিম হাচার সরকার  কি দেখাইলা বস।,p
সমাপ্তি টা ভাল ছিল।,p
মনটা ভাল হইয়ে গেছে নাটক টা দেখে,p
শামিম ভাইয়ের অভিনয় তো Awesome,p
অনেক অনেক শুভ কামনা পলাশ ভাই,p
ওরে মাইয়া রে.... ভালোই  লাগলো নাটক টা,p
"এই ঈদে সবচেয়ে সুন্দর নাটক, অনেক ভাল লাগছে।",p
সাবিলা নূরের অভিনয় অসাধারণ হয়েছে,p
শামিম হাসান সরকার যেহেতু আছে সেহেতু মজাতো হবেই. Best of luck shamim hashan sarkar,p
সত্যিই সেরা ছিলো পলাশ ভাই!সেরা আপনি সেরা পলাশ ভাই,p
"ভারতীয় সংস্কৃতির মাঝে যেনো আমাদের  সংস্কৃতি হারিয়ে না যায়।জয় হউক বাংলা নাটকের। আসুন বেশী করে বাংলা নাটক দেখি,দেশীয় সংস্কৃতি বাঁচিয়ে রাখি।চমৎকার একটি নাটক।",p
অসাধারন নাটক।।,p
পলাশ ভাইয়ার প্রথম কাজ..... আশা করি ভাল হবে।,p
বাংলাদেশের টেলিফিল্ম পশ্চিমবঙ্গের টেলিফিল্মের থেকে অনেক বেশী সাবলীল l,p
এর চেয়ে ভাল নাটক হতে পারে না।আমার অনেক ভাল লাগছে।,p
অনেক ভালোবাসি আমি মিথিলা আপু কে।।।।।,p
আনন্দ খালেদের সাথে অপূর্বের বেশ জমে,p
অসাধারন অপূর্ব বস,p
"আমি প্রবাসি অস্টোলিয়ায় থাকি সময় পেলে বাংলা নাটক দেখি খুব ভালো লাগল,,,,,,,,,,,,",p
"অপূর্ব ভাইয়ের প্রোপজটা খুবই অসাধারণ ছিল,,,, আর খালেদ ভাই এর মূল বচন ""জীবন তো একটাই """,p
One of the most beautyful drama... আজ তাকে কেন আগের মতো ভালো লাগে না??,p
অপূর্ব ভাইয়ের প্রতিটি নাটকেই আমাকে অনেক ভালো লাগে,p
বেশ ভালো নাটক অনেক মজার ছিল,p
মন ছুয়ে গেলো নাটকটা দেখে সত্যি অসাধারণ..!!,p
অসাধারণ যত বার দেখি তত বার দেখতে মন চায় অসাধারণ লাগে অপূর্ব এবং মিথিলা আপু ধন্যবাদ দুজন কে,p
বাংলাদেশ কে ভালোবাসবেন। প্রতিবার দেশপ্রেম বাড়বে যখনই নাটক দেখবেন।সবাই ভালো থাকুন।,p
অপূর্বর মতোই সুন্দর অপূর্বর নাটক গুলো অসাধারন,p
"সুন্দর একটা গল্প ,,",p
এই নাটকটা আমার কাছে অনেক ভালো লাগছে,p
আসল ভালোবাসাটা এমনই হয়,p
ধন্যবাদ  পরিচালক  কে দারুন একটা নাটক,p
"ভাইয়া অপূর্ব ভাইয়ার এই নাটক টার ধারাবাহিকতায় আরও কিছু নাটক চাই, এই রকম টাইপের। এই নাটক গুলো থেকে inspiration  পাই। Batch  and Batch  last page নাটক দুইটা আমার জীবনে সেরা দুইটা নাটক, যা আমাকে প্রভাবিত করে। নাটক দুইটা যে কয়বার দেখেছি তার কোন ইয়ত্তা নেই।",p
আমার দেখা সেরা নাটক,p
