correct_sentence,gt,sentence,correction
"বিশ্ববিদ্যালয় , ব্যাংকসহ সব প্রতিষ্ঠান দুর্নীতিবাজ , অদক্ষ , তোষামোদিদের আড্ডাখানায় পরিণত হবে না।","বিশ্ববিদ্যালয় , ব্যাংকসহ সব প্রতিষ্ঠান দুর্নীতিবাজ , অদক্ষ , তোষামোদিদের আড্ডাখানায় পরিণত হবে না।","বিশ্ববিদ্যালয় , ব্যাংকসহ সব প্রতিষ্ঠান দুর্নীতিবাজ , অদক্ষ , তোষামোদিদের আড্ডাখানায় পরিণত হবে না।",[]
ঢাকা বিশ্ববিদ্যালয়ের হিসাববিজ্ঞান বিভাগ থেকে¯স্নাতকোত্তর ডিগ্রি অর্জনের পর ১৯৮৮ সালে পূবালী ব্যাংকে শিক্ষানবিশ অফিসার হিসেবে কর্মজীবন শুরু হয় মো . নূরুল হক গাজীর।,ঢাকা বিশ্ববিদ্যালয়ের হিসাববিজ্ঞান বিভাগ থেকে¯স্নাতকোত্তর ডিগ্রি অর্জনের পর ১৯৮৮ সালে পূবালী ব্যাংকে শিক্ষানবিশ অফিসার হিসেবে কর্মজীবন শুরু হয় মো . নূরুল হক গাজীর।,ঢাকা বিশ্ববিদ্যালয়ের হিসাববিজ্ঞান বিভাগ থেকে¯স্নাতকোত্তর ডিগ্রি অর্জনের পর ১৯৮৮ সালে পূবালী ব্যাংকে শিক্ষানবিশ অফিসার হিসেবে কর্মজীবন শুরু হয় মো . নূরুল হক গাজীর।,[]
চলমান প্রাথমিক শিক্ষা সমাপনী পরীক্ষায় কর্তব্য পালনে অবহেলার অভিযোগে গত দুই দিনে লালমনিরহাটের আদিতমারী উপজেলায় দুই শিক্ষককে কর্তৃপক্ষ দায়িত্ব থেকে অব্যাহতি দিয়েছে।,চলমান প্রাথমিক শিক্ষা সমাপনী পরীক্ষায় কর্তব্য পালনে অবহেলার অভিযোগে গত $ডূই$ দিনে লালমনিরহাটের আদিতমারী উপজেলায় দুই শিক্ষককে কর্তৃপক্ষ দায়িত্ব থেকে অব্যাহতি দিয়েছে।,চলমান প্রাথমিক শিক্ষা সমাপনী পরীক্ষায় কর্তব্য পালনে অবহেলার অভিযোগে গত ডূই দিনে লালমনিরহাটের আদিতমারী উপজেলায় দুই শিক্ষককে কর্তৃপক্ষ দায়িত্ব থেকে অব্যাহতি দিয়েছে।,"[((71, 73), 'দুই')]"
"জানতে চাইলে রাখী চক্রবর্তী গতকাল প্রথম আলোকে বলেন , এ ব্যাপারে সময়মতো তথ্যপ্রমাণাদি উপস্থাপন করা হবে।","জানতে চাইলে রাখী চক্রবর্তী গতকাল প্রথম আলোকে বলেন , এ ব্যাপারে সময়মতো তথ্যপ্রমাণাদি উপস্থাপন করা হবে।","জানতে চাইলে রাখী চক্রবর্তী গতকাল প্রথম আলোকে বলেন , এ ব্যাপারে সময়মতো তথ্যপ্রমাণাদি উপস্থাপন করা হবে।",[]
তখন যেন এক শ্রেণিসম্মিলন ঘটেছিল।,তখন যেন এক শ্রেণিসম্মিলন ঘটেছিল।,তখন যেন এক শ্রেণিসম্মিলন ঘটেছিল।,[]
৮-৩০ ট্রান্সফরমারস ( মার্ক ওয়ালবার্গ )।,৮-৩০ ট্রান্সফরমারস ( মার্ক ওয়ালবার্গ )।,৮-৩০ ট্রান্সফরমারস ( মার্ক ওয়ালবার্গ )।,[]
গণিতে এ ধরনের চালাকি খাটিয়ে উত্তর বের করার একটি চল আছে।,গণিতে এ ধরনের চালাকি খাটিয়ে উত্তর বের করার একটি চল আছে।,গণিতে এ ধরনের চালাকি খাটিয়ে উত্তর বের করার একটি চল আছে।,[]
৯০-এর দশকজুড়ে ২০০০ সালের শুরু পর্যন্ত জনপ্রিয় ফোন ছিল পাম।,৯০-এর দশকজুড়ে ২০০০ সালের শুরু পর্যন্ত জনপ্রিয় ফোন ছিল পাম।,৯০-এর দশকজুড়ে ২০০০ সালের শুরু পর্যন্ত জনপ্রিয় ফোন ছিল পাম।,[]
"এই পরিস্থিতিতে ৩৮ বলে ৭৭ , যাতে পাঁচটি চার এবং সাতটি বিশাল ছক্কা ! ১০ হাজার রানের মাইলফলক প্রসঙ্গে বলেছেন , ‘ ম্যাচ শুরুর আগে স্যামুয়েল বদ্রি আমাকে এটা মনে করিয়ে দেয়।","এই পরিস্থিতিতে ৩৮ বলে ৭৭ , যাতে পাঁচটি চার এবং সাতটি বিশাল ছক্কা ! ১০ হাজার রানের মাইলফলক প্রসঙ্গে বলেছেন , ‘ ম্যাচ শুরুর আগে স্যামুয়েল বদ্রি আমাকে এটা মনে করিয়ে দেয়।","এই পরিস্থিতিতে ৩৮ বলে ৭৭ , যাতে পাঁচটি চার এবং সাতটি বিশাল ছক্কা ! ১০ হাজার রানের মাইলফলক প্রসঙ্গে বলেছেন , ‘ ম্যাচ শুরুর আগে স্যামুয়েল বদ্রি আমাকে এটা মনে করিয়ে দেয়।",[]
তবু গত এক বছর পাঁচ মাসেও মামলার অভিযোগপত্র জমা পড়েনি।,তবু গত এক বছর পাঁচ মাসেও মামলার অভিযোগপত্র জমা পড়েনি।,তবু গত এক বছর পাঁচ মাসেও মামলার অভিযোগপত্র জমা পড়েনি।,[]
লাল ও সবুজ রঙা লেস একটার ওপর আরেকটা বসিয়ে নিন।,লাল ও সবুজ রঙা লেস একটার ওপর আরেকটা বসিয়ে নিন।,লাল ও সবুজ রঙা লেস একটার ওপর আরেকটা বসিয়ে নিন।,[]
ছয় মাস ধরে বাচ্চা থলিতেই থাকে।,ছয় মাস ধরে বাচ্চা থলিতেই থাকে।,ছয় মাস ধরে বাচ্চা থলিতেই থাকে।,[]
তৌহিদুরের পরিবারের লোকজন ঘটনাটি পুলিশকে জানালে নলডাঙ্গা থানার উপপরিদর্শক ( এসআই ) শহিদুল ইসলাম ও আবদুল হাই ঘটনাস্থলে যান।,তৌহিদুরের পরিবারের লোকজন ঘটনাটি পুলিশকে জানালে নলডাঙ্গা থানার উপপরিদর্শক ( এসআই ) শহিদুল ইসলাম ও আবদুল হাই ঘটনাস্থলে $জান$।,তৌহিদুরের পরিবারের লোকজন ঘটনাটি পুলিশকে জানালে নলডাঙ্গা থানার উপপরিদর্শক ( এসআই ) শহিদুল ইসলাম ও আবদুল হাই ঘটনাস্থলে জান।,"[((117, 119), 'যান')]"
"তারপর চাকরি নামের এ যুদ্ধে নেমে কখন যে ৩০ বছর পার হয়ে যায় , টেরও পাই না।","তারপর চাকরি নামের এ যুদ্ধে নেমে কখন যে ৩০ বছর পার হয়ে $জায়$ , টেরও পাই না।","তারপর চাকরি নামের এ যুদ্ধে নেমে কখন যে ৩০ বছর পার হয়ে জায় , টেরও পাই না।","[((54, 56), 'যায়')]"
বিবিসি অনলাইনের এক খবরে এ তথ্য জানানো হয়েছে।,বিবিসি অনলাইনের এক খবরে এ তথ্য জানানো হয়েছে।,বিবিসি অনলাইনের এক খবরে এ তথ্য জানানো হয়েছে।,[]
ঝলমলে রোদ ছড়িয়ে পড়তে না-পড়তেই ঢাকা বিশ্ববিদ্যালয়ের চারুকলা অনুষদের বকুলতলায় নবান্ন উৎসবে শামিল হলেন শিল্পী ও শ্রোতারা।,ঝলমলে রোদ ছড়িয়ে পড়তে না-পড়তেই ঢাকা বিশ্ববিদ্যালয়ের চারুকলা অনুষদের বকুলতলায় নবান্ন উৎসবে শামিল হলেন শিল্পী ও শ্রোতারা।,ঝলমলে রোদ ছড়িয়ে পড়তে না-পড়তেই ঢাকা বিশ্ববিদ্যালয়ের চারুকলা অনুষদের বকুলতলায় নবান্ন উৎসবে শামিল হলেন শিল্পী ও শ্রোতারা।,[]
২০১৫ সালে অবসরে যাওয়ার পর কর্মসংস্থান ব্যাংকের চেয়ারম্যান ছিলেন তিনি।,২০১৫ সালে অবসরে যাওয়ার পর কর্মসংস্থান ব্যাংকের চেয়ারম্যান ছিলেন তিনি।,২০১৫ সালে অবসরে যাওয়ার পর কর্মসংস্থান ব্যাংকের চেয়ারম্যান ছিলেন তিনি।,[]
আবদুল আলিম ওই সময় বাড়ির পাশের একটি রেলসেতু পার হচ্ছিলেন।,আবদুল আলিম ওই সময় বাড়ির পাশের একটি রেলসেতু পার হচ্ছিলেন।,আবদুল আলিম ওই সময় বাড়ির পাশের একটি রেলসেতু পার হচ্ছিলেন।,[]
"তিনি বলেন , সংসদীয় কমিটির তলবের বিষয়ে সিদ্ধান্ত নেবে কমিশন।","তিনি বলেন , সংসদীয় কমিটির তলবের বিষয়ে সিদ্ধান্ত নেবে $কমীসন$।","তিনি বলেন , সংসদীয় কমিটির তলবের বিষয়ে সিদ্ধান্ত নেবে কমীসন।","[((53, 57), 'কমিশন')]"
জোনাকী সিনেমা হলের অন্যতম উদ্যোক্তা মো . তাজুল ইসলাম দুই মাস আগে বুকিং দিয়েছিলেন রংবাজ ছবিটির জন্য।,জোনাকী সিনেমা হলের অন্যতম উদ্যোক্তা মো . তাজুল ইসলাম দুই মাস আগে বুকিং দিয়েছিলেন রংবাজ ছবিটির জন্য।,জোনাকী সিনেমা হলের অন্যতম উদ্যোক্তা মো . তাজুল ইসলাম দুই মাস আগে বুকিং দিয়েছিলেন রংবাজ ছবিটির জন্য।,[]
"ভোজ্যতেল ও চিনি ব্যবসায়ী আবুল হাসেম বাণিজ্যমন্ত্রীকে উদ্দেশ করে বলেন , ডাক্তাররা বলছেন , এসব ভোজ্যতেল খেয়ে মানুষের গ্যাস্ট্রিক হচ্ছে।","ভোজ্যতেল ও চিনি ব্যবসায়ী আবুল হাসেম বাণিজ্যমন্ত্রীকে উদ্দেশ করে বলেন , ডাক্তাররা বলছেন , এসব ভোজ্যতেল খেয়ে মানুষের গ্যাস্ট্রিক হচ্ছে।","ভোজ্যতেল ও চিনি ব্যবসায়ী আবুল হাসেম বাণিজ্যমন্ত্রীকে উদ্দেশ করে বলেন , ডাক্তাররা বলছেন , এসব ভোজ্যতেল খেয়ে মানুষের গ্যাস্ট্রিক হচ্ছে।",[]
"পরিশোধিত হওয়ার পরও পানির এই অবস্থা কেন ? জানতে চাইলে পাগলা পয়ঃশোধনাগারের নির্বাহী প্রকৌশলী হুমায়ুন কবীর বলেন , এখানে পরিশোধন করা হয় সূর্যের আলোর মাধ্যমে।","পরিশোধিত হওয়ার পরও পানির এই অবস্থা কেন ? জানতে চাইলে পাগলা পয়ঃশোধনাগারের নির্বাহী প্রকৌশলী হুমায়ুন কবীর বলেন , এখানে পরিশোধন করা হয় সূর্যের আলোর মাধ্যমে।","পরিশোধিত হওয়ার পরও পানির এই অবস্থা কেন ? জানতে চাইলে পাগলা পয়ঃশোধনাগারের নির্বাহী প্রকৌশলী হুমায়ুন কবীর বলেন , এখানে পরিশোধন করা হয় সূর্যের আলোর মাধ্যমে।",[]
সরকারি কর্মকর্তাদের এ ধরনের কাজ করা ঠিক নয়।,সরকারি কর্মকর্তাদের এ ধরনের কাজ করা ঠিক $ণয়$।,সরকারি কর্মকর্তাদের এ ধরনের কাজ করা ঠিক ণয়।,"[((40, 41), 'নয়')]"
সন্তান আর নাতি-নাতনি নিয়ে এখন কেটে যায় তাঁর নিভৃত সময়।,সন্তান আর নাতি-নাতনি নিয়ে এখন কেটে যায় তাঁর নিভৃত সময়।,সন্তান আর নাতি-নাতনি নিয়ে এখন কেটে যায় তাঁর নিভৃত সময়।,[]
তারপরও সেখানকার বাসিন্দাদের ভীতি কাটছে না।,তারপরও সেখানকার বাসিন্দাদের ভীতি কাটছে না।,তারপরও সেখানকার বাসিন্দাদের ভীতি কাটছে না।,[]
কিন্তু অজ্ঞাত কারণে কর্তৃপক্ষ কোনো পদক্ষেপ নিচ্ছে না।,কিন্তু অজ্ঞাত কারণে কর্তৃপক্ষ কোনো পদক্ষেপ নিচ্ছে না।,কিন্তু অজ্ঞাত কারণে কর্তৃপক্ষ কোনো পদক্ষেপ নিচ্ছে না।,[]
স্থানীয় লোকজন ধান লাগানোর কাজটি করলেও কাটার সময় বিপুলসংখ্যক শ্রমিকের প্রয়োজন হয়।,স্থানীয় লোকজন ধান লাগানোর কাজটি করলেও কাটার সময় বিপুলসংখ্যক শ্রমিকের প্রয়োজন হয়।,স্থানীয় লোকজন ধান লাগানোর কাজটি করলেও কাটার সময় বিপুলসংখ্যক শ্রমিকের প্রয়োজন হয়।,[]
"দেশে শ্রীমঙ্গল , বান্দরবান ও সিলেটে ছবিটির শুটিং হবে।","দেশে শ্রীমঙ্গল , বান্দরবান ও সিলেটে ছবিটির শুটিং হবে।","দেশে শ্রীমঙ্গল , বান্দরবান ও সিলেটে ছবিটির শুটিং হবে।",[]
"প্রতিপক্ষ জুভেন্টাস , ১৯৯৮ সালে যে দলকে হারিয়ে তারা জিতেছিল ৭ম চ্যাম্পিয়নস লিগ শিরোপা।","প্রতিপক্ষ জুভেন্টাস , ১৯৯৮ সালে $জে$ দলকে হারিয়ে তারা জিতেছিল ৭ম চ্যাম্পিয়নস লিগ শিরোপা।","প্রতিপক্ষ জুভেন্টাস , ১৯৯৮ সালে জে দলকে হারিয়ে তারা জিতেছিল ৭ম চ্যাম্পিয়নস লিগ শিরোপা।","[((32, 33), 'যে')]"
রাতে নিলামে এসব পণ্যের দর ওঠে সাড়ে ১৭ হাজার টাকা।,রাতে নিলামে এসব পণ্যের দর ওঠে সাড়ে ১৭ হাজার টাকা।,রাতে নিলামে এসব পণ্যের দর ওঠে সাড়ে ১৭ হাজার টাকা।,[]
"এক টুইটার বার্তায় বাংলাদেশের পররাষ্ট্র প্রতিমন্ত্রী মো . শাহ্‌রিয়ার আলম এই হত্যার নিন্দা জানিয়ে বলেন , এ ঘটনা শান্তিপ্রিয় মানুষের ওপর কাপুরুষোচিত হামলা।","এক টুইটার বার্তায় বাংলাদেশের পররাষ্ট্র প্রতিমন্ত্রী মো . শাহ্‌রিয়ার আলম এই হত্যার নিন্দা জানিয়ে বলেন , এ ঘটনা শান্তিপ্রিয় মানুষের ওপর কাপুরুষোচিত হামলা।","এক টুইটার বার্তায় বাংলাদেশের পররাষ্ট্র প্রতিমন্ত্রী মো . শাহ্‌রিয়ার আলম এই হত্যার নিন্দা জানিয়ে বলেন , এ ঘটনা শান্তিপ্রিয় মানুষের ওপর কাপুরুষোচিত হামলা।",[]
"এদিকে হুট করে বিতাড়িত হয়ে অভিবাসীরা যেসব সমস্যার কবলে পড়ছেন , সেগুলো যত না অর্থনৈতিক , তার চেয়ে ঢের বেশি সামাজিক।","এদিকে হুট করে বিতাড়িত হয়ে অভিবাসীরা যেসব সমস্যার কবলে পড়ছেন , সেগুলো $জত$ না অর্থনৈতিক , তার চেয়ে ঢের বেশি সামাজিক।","এদিকে হুট করে বিতাড়িত হয়ে অভিবাসীরা যেসব সমস্যার কবলে পড়ছেন , সেগুলো জত না অর্থনৈতিক , তার চেয়ে ঢের বেশি সামাজিক।","[((69, 70), 'যত')]"
গত মঙ্গলবার মিয়ানমার সরকার গঠিত ওই কমিটিকে পরস্পরবিরোধী কমিশনের সুপারিশ বাস্তবায়নের সিদ্ধান্ত দেওয়া হয়েছে।,গত মঙ্গলবার মিয়ানমার সরকার গঠিত ওই কমিটিকে পরস্পরবিরোধী কমিশনের সুপারিশ বাস্তবায়নের সিদ্ধান্ত দেওয়া হয়েছে।,গত মঙ্গলবার মিয়ানমার সরকার গঠিত ওই কমিটিকে পরস্পরবিরোধী কমিশনের সুপারিশ বাস্তবায়নের সিদ্ধান্ত দেওয়া হয়েছে।,[]
আজ সোমবার দুপুরে জাতীয় প্যারেড গ্রাউন্ডে এই মানবপতাকা তৈরি করেন ২৭ হাজার ১১৭ জন স্বেচ্ছাসেবী।,আজ সোমবার দুপুরে জাতীয় প্যারেড গ্রাউন্ডে এই মানবপতাকা তৈরি করেন ২৭ হাজার ১১৭ জন স্বেচ্ছাসেবী।,আজ সোমবার দুপুরে জাতীয় প্যারেড গ্রাউন্ডে এই মানবপতাকা তৈরি করেন ২৭ হাজার ১১৭ জন স্বেচ্ছাসেবী।,[]
গতকাল সিলেট আন্তর্জাতিক স্টেডিয়ামে অনুশীলন শেষে প্রথম আলোর সঙ্গে রোডসের আলাপচারিতায় উঠে এল বেশ কিছু প্রসঙ্গই।,গতকাল সিলেট আন্তর্জাতিক স্টেডিয়ামে অনুশীলন শেষে প্রথম আলোর সঙ্গে রোডসের আলাপচারিতায় উঠে এল বেশ কিছু প্রসঙ্গই।,গতকাল সিলেট আন্তর্জাতিক স্টেডিয়ামে অনুশীলন শেষে প্রথম আলোর সঙ্গে রোডসের আলাপচারিতায় উঠে এল বেশ কিছু প্রসঙ্গই।,[]
"কিন্তু য়ুবান-শি-কাই নামক এক সেনাপতি জমিদার , বণিক , উচ্চপদস্থ সামরিক কর্মকর্তা এবং সরকারি আমলাদের সাথে ষড়যন্ত্র করে সান ইয়াৎ সেনকে ক্ষমতা ছেড়ে দিতে বাধ্য করে।","কিন্তু য়ুবান-শি-কাই নামক এক সেনাপতি জমিদার , বণিক , উচ্চপদস্থ সামরিক কর্মকর্তা এবং সরকারি আমলাদের সাথে ষড়যন্ত্র করে $সাণ$ ইয়াৎ সেনকে ক্ষমতা ছেড়ে দিতে বাধ্য করে।","কিন্তু য়ুবান-শি-কাই নামক এক সেনাপতি জমিদার , বণিক , উচ্চপদস্থ সামরিক কর্মকর্তা এবং সরকারি আমলাদের সাথে ষড়যন্ত্র করে সাণ ইয়াৎ সেনকে ক্ষমতা ছেড়ে দিতে বাধ্য করে।","[((117, 119), 'সান')]"
"কারণ আমি বিশ্বাস করি , তারা আগামীতে এই ষড়যন্ত্র করে কিছুই করতে পারবে না।","কারণ আমি বিশ্বাস করি , তারা আগামীতে এই ষড়যন্ত্র করে কিছুই করতে পারবে $ণা$।","কারণ আমি বিশ্বাস করি , তারা আগামীতে এই ষড়যন্ত্র করে কিছুই করতে পারবে ণা।","[((69, 70), 'না')]"
"গতকাল পরীক্ষাগারে টেস্ট করাতে গেলে সেখান থেকে জানানো হয় , বিনা মূল্যে টেস্ট করাতে হলে প্রশাসনিক ভবন থেকে স্বাক্ষর নিয়ে আসতে হবে।","গতকাল পরীক্ষাগারে টেস্ট করাতে গেলে সেখান থেকে জানানো হয় , বিনা মূল্যে টেস্ট করাতে হলে প্রশাসনিক ভবন থেকে স্বাক্ষর নিয়ে আসতে হবে।","গতকাল পরীক্ষাগারে টেস্ট করাতে গেলে সেখান থেকে জানানো হয় , বিনা মূল্যে টেস্ট করাতে হলে প্রশাসনিক ভবন থেকে স্বাক্ষর নিয়ে আসতে হবে।",[]
"যশোর জেনারেল হাসপাতালের সহকারী রেজিস্ট্রার বজলুর রশীদ প্রথম আলোকে বলেন , ভোঁতা অস্ত্র দিয়ে তুহিনের চার হাত-পা পিটিয়ে থেঁতলে দেওয়া হয়েছে।","যশোর $জেণারেল$ হাসপাতালের সহকারী রেজিস্ট্রার বজলুর রশীদ প্রথম আলোকে বলেন , ভোঁতা অস্ত্র দিয়ে তুহিনের চার হাত-পা পিটিয়ে থেঁতলে দেওয়া হয়েছে।","যশোর জেণারেল হাসপাতালের সহকারী রেজিস্ট্রার বজলুর রশীদ প্রথম আলোকে বলেন , ভোঁতা অস্ত্র দিয়ে তুহিনের চার হাত-পা পিটিয়ে থেঁতলে দেওয়া হয়েছে।","[((5, 11), 'জেনারেল')]"
আজ রাত ১০টায় প্রচারিত হবে এ মৌসুমের সপ্তম পর্ব।,আজ রাত ১০টায় প্রচারিত হবে এ মৌসুমের সপ্তম পর্ব।,আজ রাত ১০টায় প্রচারিত হবে এ মৌসুমের সপ্তম পর্ব।,[]
কিন্তু ব্যাংকের ক্যাশ কর্মকর্তা রেজাউল ওই বৃদ্ধার টিপসই নিয়ে তাঁকে ৩ হাজার টাকা দেন।,কিন্তু ব্যাংকের $ক্জাষ$ কর্মকর্তা রেজাউল ওই বৃদ্ধার টিপসই নিয়ে তাঁকে ৩ হাজার টাকা দেন।,কিন্তু ব্যাংকের ক্জাষ কর্মকর্তা রেজাউল ওই বৃদ্ধার টিপসই নিয়ে তাঁকে ৩ হাজার টাকা দেন।,"[((16, 20), 'ক্যাশ')]"
রাজধানীর মোহাম্মদপুরের জাপান গার্ডেন সিটিতে আসছে জাদু ডিজিটাল।,রাজধানীর মোহাম্মদপুরের $জাপাণ$ $গার্দেণ$ সিটিতে আসছে জাদু ডিজিটাল।,রাজধানীর মোহাম্মদপুরের জাপাণ গার্দেণ সিটিতে আসছে জাদু ডিজিটাল।,"[((24, 28), 'জাপান'), ((30, 36), 'গার্ডেন')]"
কেউ তাঁকে বয়স্ক ভাতার কার্ড করে দেননি।,কেউ তাঁকে বয়স্ক ভাতার $কার্দ$ করে দেননি।,কেউ তাঁকে বয়স্ক ভাতার কার্দ করে দেননি।,"[((22, 26), 'কার্ড')]"
গত মঙ্গলবার রাত ১০টা ও বুধবার ভোর চারটায় নাফ নদীতে দুইটি নৌকাডুবির ঘটনা ঘটেছিল।,গত মঙ্গলবার রাত ১০টা ও বুধবার ভোর চারটায় নাফ নদীতে দুইটি নৌকাডুবির ঘটনা ঘটেছিল।,গত মঙ্গলবার রাত ১০টা ও বুধবার ভোর চারটায় নাফ নদীতে দুইটি নৌকাডুবির ঘটনা ঘটেছিল।,[]
অভিষিক্ত নিরোশান ডিকভেলা টিকে গেছেন শেষ বিকেল।,অভিষিক্ত নিরোশান ডিকভেলা টিকে গেছেন $সেষ$ বিকেল।,অভিষিক্ত নিরোশান ডিকভেলা টিকে গেছেন সেষ বিকেল।,"[((37, 39), 'শেষ')]"
প্রথম আলো : ৩১ জানুয়ারিতে কি কোনো প্রজ্ঞাপন আসবে ? অ্যাটর্নি জেনারেল : এটা আইন মন্ত্রণালয়ের ব্যাপার।,প্রথম আলো : ৩১ জানুয়ারিতে কি কোনো প্রজ্ঞাপন আসবে ? অ্যাটর্নি জেনারেল : এটা আইন মন্ত্রণালয়ের ব্যাপার।,প্রথম আলো : ৩১ জানুয়ারিতে কি কোনো প্রজ্ঞাপন আসবে ? অ্যাটর্নি জেনারেল : এটা আইন মন্ত্রণালয়ের ব্যাপার।,[]
বিসিএসসহ সরকারি সব চাকরিতে প্রবেশের বয়সসীমা ৩৫ বছর করার দাবি জানিয়েছে বাংলাদেশ সাধারণ ছাত্র পরিষদ নামের একটি সংগঠন।,বিসিএসসহ সরকারি সব চাকরিতে প্রবেশের বয়সসীমা ৩৫ বছর করার দাবি জানিয়েছে বাংলাদেশ সাধারণ ছাত্র পরিষদ নামের একটি সংগঠন।,বিসিএসসহ সরকারি সব চাকরিতে প্রবেশের বয়সসীমা ৩৫ বছর করার দাবি জানিয়েছে বাংলাদেশ সাধারণ ছাত্র পরিষদ নামের একটি সংগঠন।,[]
"আবহাওয়া অধিদপ্তর আজ শনিবার জানায় , দক্ষিণ-পশ্চিম মৌসুমি বায়ু চট্টগ্রাম ও সিলেট বিভাগ এবং ঢাকা বিভাগের পূর্ব অংশ পর্যন্ত বিস্তার লাভ করেছে।","আবহাওয়া অধিদপ্তর আজ শনিবার জানায় , দক্ষিণ-পশ্চিম মৌসুমি বায়ু চট্টগ্রাম ও সিলেট বিভাগ এবং ঢাকা বিভাগের পূর্ব অংশ পর্যন্ত বিস্তার লাভ করেছে।","আবহাওয়া অধিদপ্তর আজ শনিবার জানায় , দক্ষিণ-পশ্চিম মৌসুমি বায়ু চট্টগ্রাম ও সিলেট বিভাগ এবং ঢাকা বিভাগের পূর্ব অংশ পর্যন্ত বিস্তার লাভ করেছে।",[]
জাতীয় দলের ক্যাম্প শুরু হওয়ার আগ পর্যন্ত সেখানেই থাকবে।,জাতীয় দলের ক্যাম্প শুরু হওয়ার আগ পর্যন্ত সেখানেই থাকবে।,জাতীয় দলের ক্যাম্প শুরু হওয়ার আগ পর্যন্ত সেখানেই থাকবে।,[]
ডিভিশনের আদেশ পাওয়ার পরই তাঁকে সেখানে স্থানান্তর করা হবে।,ডিভিশনের আদেশ পাওয়ার পরই তাঁকে সেখানে স্থানান্তর করা হবে।,ডিভিশনের আদেশ পাওয়ার পরই তাঁকে সেখানে স্থানান্তর করা হবে।,[]
তিনি পুলিশ সুপারের কাছ থেকে নির্দিষ্ট বিল অনুমোদন করে নিলেও কম বিল দিয়ে বিদায় করতেন।,তিনি পুলিশ সুপারের কাছ থেকে নির্দিষ্ট $বীল$ অনুমোদন করে নিলেও কম $বীল$ দিয়ে বিদায় করতেন।,তিনি পুলিশ সুপারের কাছ থেকে নির্দিষ্ট বীল অনুমোদন করে নিলেও কম বীল দিয়ে বিদায় করতেন।,"[((38, 40), 'বিল'), ((63, 65), 'বিল')]"
ইংলিশ স্ট্রাইকারের ঘনিষ্ঠজনেরাই জানিয়েছেন এটি।,ইংলিশ স্ট্রাইকারের ঘনিষ্ঠজনেরাই জানিয়েছেন এটি।,ইংলিশ স্ট্রাইকারের ঘনিষ্ঠজনেরাই জানিয়েছেন এটি।,[]
• প্রধানমন্ত্রীর কার্যালয় থেকে নির্দেশনা না পাওয়া পর্যন্ত প্রজ্ঞাপন জারি হচ্ছে না।,• প্রধানমন্ত্রীর কার্যালয় থেকে নির্দেশনা $ণা$ পাওয়া পর্যন্ত প্রজ্ঞাপন জারি হচ্ছে $ণা$।,• প্রধানমন্ত্রীর কার্যালয় থেকে নির্দেশনা ণা পাওয়া পর্যন্ত প্রজ্ঞাপন জারি হচ্ছে ণা।,"[((41, 42), 'না'), ((79, 80), 'না')]"
বিভিন্ন জেলা ও আঞ্চলিক বৈঠকের আলোচ্য বিষয়সংবলিত খাতা পাওয়া গেছে।,বিভিন্ন জেলা ও আঞ্চলিক বৈঠকের আলোচ্য বিষয়সংবলিত খাতা পাওয়া গেছে।,বিভিন্ন জেলা ও আঞ্চলিক বৈঠকের আলোচ্য বিষয়সংবলিত খাতা পাওয়া গেছে।,[]
সেখানে র্যাম্প ও টিভি বিজ্ঞাপনে কাজ করেছি।,সেখানে র্যাম্প ও $তিভি$ বিজ্ঞাপনে কাজ করেছি।,সেখানে র্যাম্প ও তিভি বিজ্ঞাপনে কাজ করেছি।,"[((17, 20), 'টিভি')]"
তখন বিভিন্ন বেসরকারি ক্লিনিক-হাসপাতালে আসা রোগী ও স্বজনদের চাপে চলাই দায় হয়ে পড়ে।,তখন বিভিন্ন বেসরকারি ক্লিনিক-হাসপাতালে আসা রোগী ও স্বজনদের চাপে চলাই দায় হয়ে পড়ে।,তখন বিভিন্ন বেসরকারি ক্লিনিক-হাসপাতালে আসা রোগী ও স্বজনদের চাপে চলাই দায় হয়ে পড়ে।,[]
"অর্থমন্ত্রী আবুল মাল আবদুল মুহিত স্বাধীনতা পুরস্কার পাওয়ার অনুভূতি ব্যক্ত করে সাংবাদিকদের বলেছেন , ‘ আমার তো মনে হয় , এটা পাওয়ার জন্যই আমি বেঁচে আছি।","অর্থমন্ত্রী আবুল মাল আবদুল মুহিত স্বাধীনতা পুরস্কার পাওয়ার অনুভূতি ব্যক্ত করে সাংবাদিকদের বলেছেন , ‘ আমার তো মনে হয় , এটা পাওয়ার জন্যই আমি বেঁচে আছি।","অর্থমন্ত্রী আবুল মাল আবদুল মুহিত স্বাধীনতা পুরস্কার পাওয়ার অনুভূতি ব্যক্ত করে সাংবাদিকদের বলেছেন , ‘ আমার তো মনে হয় , এটা পাওয়ার জন্যই আমি বেঁচে আছি।",[]
