correct_sentence,matched_token
"তাঁরা বললেন, যত দিন সৌদি আরবে অবস্থান করবেন, তত দিনই হাতে রাখবেন।",যত
"তবে চট্টগ্রাম, কুমিল্লা ও রাজশাহী শহরে গাড়ি চলাচল করেনি বললেই চলে।",ও
"এ সময় মহাসড়কে দূরপাল্লার বিলাসবহুল বাস, লোকাল বাস ও অন্যান্য যানবাহনের চলাচল ছিল স্বাভাবিক।",লোকাল
"প্রাথমিক শিক্ষাসংশ্লিষ্ট একাধিক ব্যক্তি বলেন, মাত্র দুজন সহকারী শিক্ষা কর্মকর্তার পক্ষে এতগুলো বিদ্যালয় তদারকি ও পর্যবেক্ষণ করা কঠিন।",ও
"জাতীয় সংসদ ভবনের নিরাপত্তায় সংসদ এলাকায় বহিরাগত, বহিরাগত ব্যক্তিদের কার ও মোটরসাইকেলের প্রবেশ নিষিদ্ধ করার সুপারিশ করেছে সংসদ সদস্য ভবন ব্যবস্থাপনা কমিটি।",ও
"১৯৭৬ সালে নোবেল বিজয়ী ম্যারেইড ম্যাগুয়ার একাধিকবার বললেন, মিয়ানমারে পরিষ্কার গণহত্যা হয়েছে।",সালে
পরীক্ষা করতে হলে পঞ্চম দিন বা তার পর করতে হবে।,বা
ওই ঘটনার পরের দিন আহমেদাবাদে মুসলমানদের ওই আবাসনে সশস্ত্র হিন্দুদের আক্রমণে ৬৯ জন নিহত হন।,জন
তবে দলটি অভিযুক্ত ঠিকাদারদের সঙ্গে খোশগল্প করে ও ভূরিভোজ করে চলে গেছে বলে অভিযোগ উঠেছে।,ও
কিছুদিন আগে কলম্বিয়ান সেন্টারব্যাক হেইসন মুরিয়োকে দলে আনা হলেও এবার আবারও আরেকজন সেন্টারব্যাককে দলে ভিড়িয়েছে তারা।,আগে
রাজশাহী ইনস্টিটিউট অব হেলথ টেকনোলজিতে (আইএইচটি) আজ সোমবার এই ঘটনা ঘটেছে।,ইনস্টিটিউট
তবে এর বিপরীত ছবি উঠে এসেছে টাইমস নাউ-ভিএমআরের সমীক্ষায়।,টাইমস
টিম বার্নার্স-লি সে সময় সুইজারল্যান্ডের জেনেভায় গবেষণা সংস্থা সার্নের সদর দপ্তরে কাজ করতেন।,সে
৫৭ রান করা লাথাম কিউইদের সর্বোচ্চ স্কোরার।,রান
একাত্তরের ২৫ মার্চ রাতেই সৈয়দপুর সেনানিবাসে অবস্থানরত পাকিস্তানি সেনাদের একটি দল জিকরুল হককে তাঁর নতুন বাবুপাড়ার বাড়ি থেকে ধরে সেনানিবাসে নিয়ে যায়।,মার্চ
"উপজেলা প্রশাসন সূত্র জানায়, সাতটি ইউনিয়ন নিয়ে চৌহালী উপজেলা গঠিত।",ইউনিয়ন
প্রথম আলোর সম্পাদক মতিউর রহমান লড়ছেন বেশ কিছু মামলায়।,বেশ
"মামলার নথি ও পুলিশ সূত্রে জানা গেছে, ছাত্রলীগের নেতা রহমান ও সুজনের নেতৃত্বে পাঁচ থেকে সাতজন দীর্ঘদিন ধরে ছাত্রাবাসের মালিক নুরুল ইসলামের কাছে এক লাখ টাকা চাঁদা দাবি করে আসছিল।",ও
"আর মার্ক স্টোরেলা বলেন, রোহিঙ্গাদের জন্য যুক্তরাষ্ট্রের মানবিক সহায়তা অব্যাহত থাকবে।",মার্ক
এবার বাংলা একাডেমির অমর একুশে গ্রন্থমেলায় প্রকাশিত হয়েছে আমার পথনাটক ট্রিলজি।,এবার
অবশ্য এবারের চোট গুরুতর না হওয়ায় একটু দেরিতে হলেও হ্যাপি নিউ ইয়ার ছবির প্রচারণায় অংশ নিতে পেরেছেন তিনি।,না
"তাঁদের মধ্যে সাকা চৌধুরীর স্ত্রী ও ছেলে জামিনে রয়েছেন, মেহেদী হাসান পলাতক।",ও
আমি নিজেও জানি না আমার লক্ষ্য কী? আমি কেবল সফরটা উপভোগ করতে চাই।,না
এ গবেষণার আওতায় দুজন পিএইচডি এবং বেশ কিছু মাস্টার্স শিক্ষার্থী তাঁদের ডিগ্রি অর্জন করবেন।,বেশ
ব্রাহ্মণবাড়িয়ার বাঞ্ছারামপুর উপজেলার পাহাড়িয়াকান্দি ইউনিয়ন যুবলীগের কমিটি ঘোষণা করা হয়েছে।,ইউনিয়ন
"এজাহার ও প্রত্যক্ষদর্শী সূত্রের বিবরণ অনুযায়ী, শনিবার সন্ধ্যায় বালিয়াকান্দি সদর ইউনিয়ন ছাত্রলীগের কমিটি গঠন করা হয়।",ও
এবার সত্যি সত্যি বাংলাদেশের সিনেমায় গান গাইতে যাচ্ছেন ভারতের জনপ্রিয় গায়ক অরিজিৎ সিং।,এবার
তবে নাদালের বিদায় যেন শোকসংবাদ হয়ে এসেছে তাঁর ভক্তদের কাছে।,যেন
"বর্তমান ম্যানচেস্টার ইউনাইটেড কোচ সর্বকালের সেরা তিনের তালিকায় স্বদেশি সুপারস্টার ক্রিস্টিয়ানো রোনালদোকে নন, রেখেছেন লিওনেল মেসিকে।",ইউনাইটেড
"জানা গেছে, তিন মাসেই দেশের ব্যাংক খাতে খেলাপি ঋণ বেড়েছে ১৬ হাজার ৯৬২ কোটি টাকা।",তিন
আগামী ৩ জুলাই সোমবার থেকে আবার এখানে ব্যবসায়িক কার্যক্রম শুরু হবে।,জুলাই
বিশ্বের বৃহত্তম অনলাইন শপিং রিটেইলার আমাজনের সঙ্গে একটি তথ্যচিত্র বানাচ্ছেন এই স্প্যানিশ ডিফেন্ডার।,অনলাইন
পাবনার চাটমোহর উপজেলার চাটমোহর-অষ্টমনিষা সড়কে গত মঙ্গলবার রাতে প্রণব সাহা (৪০) নামে এক ব্যবসায়ীকে হত্যা করে মোটরসাইকেল ছিনতাই করেছে দুর্বৃত্তরা।,গত
সেই আইনেই গুজরাট দাঙ্গায় বেঁচে যাওয়া দুই ব্যক্তির পরিবারের সদস্যদের প্রাণহানি এবং মানসিক ও আর্থিক বিপর্যয়ের অভিযোগে নিউইয়র্কের সাদার্ন ডিস্ট্রিক কোর্টে ওই মামলা করা হয়।,সেই
"ব-ত্রি-শটা বছর! ১৯৮০ সালের ২৩ জুন প্রধানমন্ত্রী ইন্দিরা গান্ধীর ছোট ছেলে তেত্রিশ বছরের সঞ্জয় যেদিন বিমান দুর্ঘটনায় মারা গেলেন, বরুণের বয়স তখন তিন মাস ১০দিন।",জুন
(সংক্ষেপে ইপিসিএএফ বা ইপিকাফ।,বা
"টঙ্গীতে ডাকাতি: আমাদের টঙ্গী (গাজীপুর) প্রতিনিধি জানান, টঙ্গীর মুদাফা এলাকায় গত শুক্রবার দিবাগত রাতে এক বাড়ির মালিক ও তাঁর এক ভাড়াটের দুটি ফ্ল্যাটে ডাকাতি হয়েছে।",গত
"ধর্মীয় সংখ্যালঘু সম্প্রদায়ের ওপর নির্যাতন: গত ছয় মাসে হিন্দু সম্প্রদায়ের ২৮টি প্রতিমা ভাঙচুর, মন্দির ও পূজামণ্ডপে হামলা ও অগ্নিসংযোগ করা হয়েছে।",গত
তিন ছেলে স্কুলে পড়ে।,তিন
অনুষ্ঠানে অটিস্টিক শিশুদের পক্ষে বক্তব্য দেয় অটিস্টিক চিলড্রেন ডেভেলপমেন্ট ফাউন্ডেশন স্কুলের শিক্ষার্থী অর্ণব চক্রবর্তী (১৪)।,চিলড্রেন
দুই পক্ষের শুনানি শেষে আদালত জামিন আবেদন নাকচ করে দেন।,দুই
দুই পাশে বিশাল লন।,দুই
সাক্ষাতে দুই দেশের স্বার্থসংশ্লিষ্ট বিভিন্ন বিষয় নিয়ে আলোচনা হয়।,দুই
স্বাগতিক দলকে দারুণ সূচনা এনে দেন দুই ওপেনার মিতালি রাজ-বিল্লাস্বামী বনিতা।,দুই
আলোচনায় অংশগ্রহণকারীদের যেকোনো মতামতের জন্য স্ট্যান্ডার্ড চার্টার্ড ব্যাংক কোনো দায়দায়িত্ব বহন করে না।,স্ট্যান্ডার্ড
এ ছাড়া আটটি স্কুলে দুই থেকে তিন ফুট পানি উঠেছে।,দুই
"বার্তা সংস্থা এএফপির প্রতিবেদনে বলা হয়, প্রতিবেশী দুই দেশ আগামী বৃহস্পতিবার সীমান্তবর্তী গ্রাম পানমুনজমে তিন সদস্যের প্রতিনিধিদল পাঠাবে।",দুই
তাঁরাই সরকারি স্বাস্থ্যসেবা নিতে আসা মানুষকে ঠেলে দেন বেসরকারি ক্লিনিক ও দালালের খপ্পরে।,ও
৫ এপ্রিল রাতে ওই সোহাগ দুই বন্ধুকে নিয়ে সাহিদার বাড়িতে বেড়াতে আসেন।,এপ্রিল
এই মুহূর্তে তাঁর মানসিক অবস্থা বেশ খারাপই বলা যায়।,বেশ
"২০০ থেকে ২০১-এ স্কোর যেতে না যেতেই শ্রীলঙ্কা মিডল অর্ডারের তিন ব্যাটসম্যানকে হারিয়েও যে এত বড় লিড নিতে পারল, তা হেরাথের সৌজন্যেই।",না
গত শুক্রবার নাটকের শুটিং শুরু হয়েছে রাজধানীর উত্তরায়।,গত
এরপর হাইকোর্ট মামলা নিষ্পত্তি না হওয়া পর্যন্ত ওই জমিতে স্থিতাবস্থা বজায় রাখার আদেশ দেন।,না
"টেবিলে দ্বিতীয় রূপগঞ্জের সংগ্রহও ২৪ পয়েন্ট, তবে রানরেটে (০.৪২৫) পিছিয়ে আছে দলটি।",পয়েন্ট
"ফোরাম অব এগ্রিকালচারাল মেশিনারিজ ম্যানুফ্যাকচারিং অ্যান্ড প্রসেসিং জোন-এর সভাপতি গোলাম আজম বলেন, বগুড়ার হালকা প্রকৌশল শিল্প এগিয়ে নিতে আলাদা শিল্পাঞ্চল দরকার।",ফোরাম
গত ২৮ সেপ্টেম্বর সকালে কাউকে কিছু না বলে বাড়ি থেকে বেরিয়ে যায় অনিক।,গত
কিন্তু কোচের সঙ্গে পুরোনো বিবাদের কারণে বিশ্বকাপে খেলার স্বপ্ন পূরণ হচ্ছে না এই আর্জেন্টাইন ফরোয়ার্ডের।,না
কাল তৃতীয় দিনে নেমে জুটিটা ১২৫ রান পর্যন্ত নিয়ে গেছেন কুক-ট্রট।,রান
"১৯৯১ সালে তিনি ফের সাংসদ নির্বাচিত হন এবং স্থানীয় সরকার, পল্লী উন্নয়ন ও সমবায়মন্ত্রীর দায়িত্ব পালন করেন।",সালে
"পাবনা চেম্বার অব কমার্স অ্যান্ড ইন্ডাস্ট্রিজের জ্যেষ্ঠ সহসভাপতি মাহবুবুল আলম জানান, ষাটের দশকে ইছামতী নদীকে কেন্দ্র করে পাবনায় হোসিয়ারি ও কাঁচিশিল্প বিস্তার লাভ করে।",ও
পরাজিত হলেও তজুমদ্দিন উপজেলার দুই ইউনিয়নে বিএনপির প্রার্থীরা অন্য ইউনিয়নের চেয়ে সামান্য বেশি ভোট পেয়েছেন।,দুই
"নিহত ব্যক্তির স্ত্রী সুমি খাতুন প্রথম আলোকে বলেন, গত বছরের ১ অক্টোবর যশোরের সদর উপজেলার চূড়ামনকাঠি এলাকা থেকে পুলিশ তাঁর স্বামীকে গ্রেপ্তার করে নিয়ে যায়।",গত
*  ইনহেলারের তুলনায় স্পেসারের ভেতর স্প্রে করা ওষুধ বেশি সময় ধরে বাতাসে ভাসমান অবস্থায় থাকে ও বেশি সময় ধরে টানা যায়।,সময়
"বিশেষজ্ঞরা বলছেন, ইমারত নির্মাণ বিধিমালা সঠিকভাবে না মানা, অপরিকল্পিত নগরায়ণ, ঝুঁকিপূর্ণ ভবনের তালিকা হালনাগাদ না করা এবং সর্বোপরি সচেতনতার অভাবে চট্টগ্রামে ভূমিকম্পের ক্ষয়ক্ষতি বেশি হওয়ার আশঙ্কা রয়েছে।",না
মোহাম্মদপুর থেকে স্বচ্ছন্দে যাতায়াত করা যাচ্ছে আসাদ অ্যাভিনিউ ও সাতমসজিদ রোডের দিকে।,ও
"অন্যথায় বর্তমানে রাজনীতির ময়দানের যে গতি-প্রকৃতি দৃশ্যমান, তাতে রাজনৈতিক নিয়ন্ত্রণ রাজনীতিবিদদের হাতে নাও থাকতে পারে।",যে
মঙ্গলবার ঢাকায় লাওসের বিপক্ষে বিশ্বকাপ প্রাক্‌–বাছাইয়ের ম্যাচে বেশ কয়েকটি গোল মিস করেছিলেন নাবীব নেওয়াজ জীবন।,বেশ
প্রথম কাতালান হিসেবে রিয়ালের জার্সিতে হ্যাটট্রিকের রেকর্ডটাও করে ফেলেছেন সে মৌসুমে।,সে
রয়্যাল চ্যালেঞ্জার্স বেঙ্গালুরু দলটার দিকে তাকালে বেশ ঈর্ষাই জাগতে পারে ক্রিকেট দুনিয়ার যেকোনো দলের।,বেশ
এ সময় তারা বেনাপোল বন্দর পুলিশের হাতে আটক হয়।,সময়
"ধানমন্ডির বাসিন্দা রুমা আহমেদ বলতে পারেননি, ধানমন্ডি সিটি করপোরেশনের উত্তর না দক্ষিণ অংশের মধ্যে পড়েছে।",সিটি
চলতি ২০১৬-১৭ অর্থবছরের প্রথম সাত মাস জুলাই-জানুয়ারি সময়ে বাংলাদেশকে ১৪৬ কোটি ডলার দিয়েছে দাতা দেশ ও সংস্থাগুলো।,মাস
পশ্চিম আফ্রিকার ওই তিন দেশে ইবোলা সংক্রমণে অন্তত ৯৫৯ জন প্রাণ হারিয়েছে।,তিন
"কেননা, এ অঞ্চলের অন্য গোষ্ঠীগুলো পূর্ণ স্বাধীনতা অর্জন না করা পর্যন্ত লড়াই চালিয়ে যাওয়ার অঙ্গীকার করেছে।",না
তাঁর বাবার নাম মোখলেছুর রহমান।,নাম
"হাবভাবে মনে হচ্ছে, কাউকেই পরোয়া করছে না এটি।",না
"বাংলাদেশের ধুলিয়ান–রাজশাহী হয়ে আরিচা পর্যন্ত প্রটোকল রুট ব্যবহারযোগ্য করে তোলা যায় কি না, তা খতিয়ে দেখতে দুই দেশের বিশেষজ্ঞদের নিয়ে একটা টেকনিক্যাল কমিটি তৈরি করার বিষয়েও দুই দেশ এই বৈঠকে সম্মত হয়েছে।",যায়
যে কারণে এই মৃদু থেকে মাঝারি ভূমিকম্পের কারণে ভবন হেলে পড়ছে।,যে
"নগর-পরিকল্পনায় কোনো সমন্বিত প্রক্রিয়া নেই উল্লেখ করে বিআইপি সভাপতি অধ্যাপক এ কে এম আবুল কালাম বলেন, দেশের দ্বিতীয় ও তৃতীয় পর্যায়ের শহরগুলোর জন্য নেই কোনো মহাপরিকল্পনা।",কে
"ডাকাতির শিকার পরিবার সূত্র জানায়, ভাড়া নেওয়ার কথা বলে এক ব্যক্তি কয়েক দিন আগে তাদের ছয়তলা বাড়ির তৃতীয় তলায় বাসা দেখে যান।",আগে
"সর্বশেষ জনমত গণনায় দেখা যাচ্ছে, আফ্রিকান-আমেরিকান ও মেক্সিকানদের প্রতি ১০ জনের ৮ জন ট্রাম্পের বিপক্ষে।",ও
"অন্যদিকে, ব্রিটিশ সরকারের বৈদেশিক উন্নয়ন সহায়তা দপ্তরের প্রকাশিত হিসাব অনুযায়ী, বাংলাদেশে ব্রিটেনের বর্তমানে বার্ষিক উন্নয়ন সহায়তার পরিমাণ হচ্ছে ২০ কোটি পাউন্ড বা ৩০ কোটি ডলার।",বা
"কিন্তু যখন রাষ্ট্র ও জনগণ হুমকির মধ্যে পড়বে, তখন আমরা অসহায় আত্মসমর্পণ করতে পারব না।",ও
এসব বন্ধে স্থানীয় জনগণকে সচেতন করার কাজে হেডম্যান ও কার্বারিদের ভূমিকা রাখতে হবে।,ও
সময় লাগে শুরু হওয়ার পর থেকে ঠিক ২৪ ঘণ্টা।,সময়
সিলভার রঙের ফোর্ড ফিয়েস্তা গাড়িটি পার্লামেন্টের নিরাপত্তাবেষ্টনীতে বিধ্বস্ত হয়।,সিলভার
"ডোনাল্ডের জন্য সুখবর, জুলাইয়ে শ্রীলঙ্কা সফরে তিনি দায়িত্ব নেওয়ার আগে জুনে ওয়েস্ট ইন্ডিজ সিরিজেই দলে ফিরতে পারেন স্টার্ক।",আগে
চার দশক আগে এই দিনে মহিলা সমিতি মঞ্চে প্রথম অভিনীত হয়েছিল কালজয়ী এ কাব্যনাট্যটি।,আগে
আর এবার জন্মদিন উপলক্ষে ইনস্টাগ্রামে রণবীর কাপুরের ছবি পোস্ট করে অনেককেই চমকে দিয়েছেন।,এবার
নিহত নারীর নাম আরিফুন নেছা আরিফা (২৭)।,নাম
"এটি ছাড়াও যে এলাকা থেকে বিদেশ যাওয়া হচ্ছে, যে মাধ্যমে যাওয়া হচ্ছে—এসব বিষয়ে বিস্তারিত তথ্য ইউনিয়ন পরিষদে রাখা উচিত।",যে
"১২-৩৯ ফাস্ট অ্যান্ড ফিউরিয়াস (ভিন ডিজেল, পল ওয়াকার, মিশেল রডরিজ)।",ফাস্ট
"ওই সময়ে ঘাটতি পণ্য বাবদ ৭০ লাখ ৪৩ হাজার ৬৩০ টাকা, ৫৮ জন গ্রাহক থেকে কিস্তি আদায় বাবদ ১৮ লাখ ৪০ হাজার তিন টাকা, নগদ দুই লাখ ৮৯ হাজার ৩৬২ টাকা, বিনিময় পণ্যের পার্থক্যকৃত মূল্য বাবদ ৩৩ হাজার ১০০ টাকা, খুচরা যন্ত্রাংশ বাবদ সাড়ে ১৯ হাজার টাকা ও সার্ভিস বিল বাবদ ১২ হাজার ৪৪০ টাকা—সব মিলিয়ে মোট ৯২ লাখ ৩৮ হাজার ৩৫ টাকা কোম্পানির হিসাবে জমা দেননি।",জন
অর্থাৎ দেশ থেকে কোনো মূলধন বিদেশে নিয়ে যাওয়া যায় না।,দেশ
পর্যটকসংকটের এ রকম বিপর্যয়ে বান্দরবানে আগে কখনো পড়েনি।,আগে
৩০ হাজার দর্শক ধারণক্ষমতা মেলবোর্নের রেকট্যাঙ্গুলার স্টেডিয়ামে বাংলাদেশ সময় বেলা ৩টায় অস্ট্রেলিয়া-কুয়েত ম্যাচ দিয়ে শুরু হচ্ছে ১৬ জাতির এই ফুটবল টুর্নামেন্ট।,সময়
"সরেজমিনে দেখা যায়, উপজেলার সান্দিকোনা এবং গণ্ডা ইউনিয়নের হেনেরগাতি মোড় এলাকা থেকে কালিয়ান পর্যন্ত প্রায় তিন কিলোমিটার রাস্তার দুই পাশে বিভিন্ন জাতের গাছের সারি।",যায়
সঠিক সময়ে চিকিৎসা না নিলে ক্যানসার দেহের অন্যান্য অংশে ছড়িয়ে পড়ে।,না
প্রেসিডেন্ট নাশিদের আমলে অবকাঠামো খাতে চীন বিপুল বিনিয়োগের পথ বেছে নেয়।,প্রেসিডেন্ট
যার ওজন প্রায় ২৩ কেজি।,যার
"প্রধানমন্ত্রীর সফরসঙ্গী দলটির কেন্দ্রীয় সাংগঠনিক সম্পাদক মিসবাহ উদ্দিন সিরাজ এ প্রতিবেদকের কাছে জানান, বাস্তব পরিস্থিতির নিরিখে যাকে যে পদেই দেওয়া হবে তারাই বঙ্গবন্ধুর সৈনিক হিসাবে দেশে ও প্রবাসে কাজ করে যাবেন।",যে
এবার প্রথম সেমিফাইনাল পর্যন্ত ৩৩ ম্যাচে মোট ওভারের ৪১.৮৪ শতাংশই করেছেন স্লো বোলাররা।,এবার
"কাগমারী সম্মেলন সম্পর্কে তাঁর বর্ণনা-বিশ্লেষণ আমাকে চমৎকৃত করেছে, মনে হয়েছে, তিনি যেন নিজেই উপস্থিত ছিলেন সেখানে।",যেন
শৈশব থেকে কেবল ছেলেশিশুরাই হিরো হওয়ার স্বপ্ন দেখবে কেন? মেয়েশিশুরা কেন নয়? বিমানবাহিনীর পাইলট লারসন মেয়েশিশুদের জন্য স্বপ্নের সেই দুয়ার খুলে দিয়েছে।,হওয়ার
সকালে বন্দরে জাহাজটি পৌঁছালে চট্টগ্রাম নৌ অঞ্চলের চিফ স্টাফ অফিসার ক্যাপ্টেন এস এম মনিরুজ্জামান জাহাজের কর্মকর্তা ও নাবিকদের স্বাগত জানান।,স্টাফ
"একটারে না একটারে যদি বাইচান্স ধরন যায়, তাইলে পোয়াবারো।",না
"শফিউল সর্বশেষ ম্যাচ খেলেছেন গত ফেব্রুয়ারিতে, জাতীয় লিগে।",গত
"এ ছাড়া বাংলাদেশের জন্য হ্যান্ডসেটটিতে সংবাদ, অনলাইন বাজার এবং চাকরি খোঁজার প্রয়োজনীয় অ্যাপ এনেছে স্যামসাং।",অনলাইন
আজ খরচে না হয়ে বোধ হয় তাঁদের কোনো উপায়ই ছিল না।,না
এ জন্য বিশেষজ্ঞদের পরামর্শে এবার নদী থেকে প্রায় এক কিলোমিটার দূরে এ বাঁধ নির্মাণ করা হচ্ছে।,এবার
"এর ভিত্তিতে কাস্টমস, বন্দর কর্তৃপক্ষ, বর্ডার গার্ড বাংলাদেশ (বিজিবি) ও পুলিশসহ সংশ্লিষ্ট সংস্থাগুলোর উপস্থিতিতে ওই ট্রাক থেকে তল্লাশি চালাতে পণ্য নামানো শুরু হয়।",ও
অন্য দেশে থাকতে চাই না আমরা।,না
আফগানিস্তান সরকারের সঙ্গে তালেবান জঙ্গিদের প্রতিনিধিদের দ্বিতীয় দফায় শান্তি আলোচনার আগে এ হামলা হলো।,আগে
"বিশিষ্টজনদের মধ্যে ঢাকা বিশ্ববিদ্যালয়ের সাবেক উপাচার্য অধ্যাপক এমাজউদ্দীন আহমদ, ডা. জাফরুল্লাহ চৌধুরী, অধ্যাপক মাহবুব উল্লাহ ও অধ্যাপক দিলারা চৌধুরী উপস্থিত ছিলেন।",ও
"বিএনপি সরকার নতুন রেললাইন নির্মাণ করেনি, কোনো ইঞ্জিন আনেনি, বগি আনেনি।",ইঞ্জিন
চীনের ক্রমবর্ধমান ভূরাজনৈতিক প্রভাব কিছুটা হলেও খাটো করার অভিপ্রায়ে জাপান ও মার্কিন যুক্তরাষ্ট্র চেষ্টা করছে ভারতকে এশিয়া প্যাসিফিক অঞ্চলের গণতান্ত্রিক দেশগুলোর বহুপক্ষীয় জোটে নিয়ে আসার।,জাপান
তবে আদালতের মাধ্যমে কোনো তালাকের ডিক্রি হলে সে ডিক্রির কপি চেয়ারম্যানকে প্রদান করলেই নোটিশ পাঠানো হয়েছে বলে ধরে নেওয়া হবে।,সে
ধনু (২৩ নভেম্বর-২১ ডিসেম্বর)কর্মস্থলে আজ ব্যয় কিছুটা বৃদ্ধি পেলেও ভবিষ্যতের জন্য তা সুফল বয়ে আনবে।,ডিসেম্বর
"প্রিয় কয়েকটি প্রশ্ন আছে তাঁদের, যা প্রায় সময় সাক্ষাৎকারে জিজ্ঞাসা করেন।",সময়
আজ শুক্রবার দেশটির ন্যাশনাল ইমারজেন্সি অপারেশনস সেন্টার এ তথ্য জানিয়েছে।,ন্যাশনাল
"তিনি আরও বলেন, গত মঙ্গলবার হঠাৎ করে পুকুরের মাছ লাফাতে শুরু করে।",গত
ভর করেছে ১৯৭১ সাল বা মুক্তিযুদ্ধের ওপর।,বা
তিন সিটিতে বিএনপিসহ অন্য দলগুলো অংশ নেয়।,তিন
গত বছর সিলেটে শাহ আবদুল করিমের জন্মশতবার্ষিকীর অনুষ্ঠানে কালিকার সঙ্গে আমার শেষ দেখা।,গত
গ্রামে আরও তিনটি গরু দুই সপ্তাহের ব্যবধানে মারা যায়।,দুই
এ নিয়ে প্রধানমন্ত্রী বিএনপি-জামায়াতের অবরোধ-হরতালের সময় হতাহত ও ক্ষতিগ্রস্তদের পরিবারকে ৭৭২টি চেকে ২৫ কোটি ১০ লাখ ১৩ হাজার টাকা প্রদান করলেন।,সময়
প্রথম কোনো ইংলিশ ক্রিকেটার টেস্টে ৫০০ উইকেট পেলেন।,ইংলিশ
"আরও বক্তৃতা করেন বাংলাদেশ ব্যাংকের সাবেক গভর্নর মোহাম্মদ ফরাসউদ্দিন, কম্পট্রোলার জেনারেল অব বাংলাদেশ মাসুদ হোসেন, মালয়েশিয়া-বাংলাদেশ চেম্বারের সাবেক সভাপতি নাসির এ চৌধুরী প্রমুখ।",জেনারেল
বাংলাদেশ জাতীয় চলচ্চিত্র পুরস্কার প্রবর্তন হওয়ার পর ১৯৭৬ সাল থেকে পরপর তিনবার শ্রেষ্ঠ অভিনেত্রী হিসেবে জাতীয় পুরস্কার পেয়েছেন।,হওয়ার
বার্ষিক সাধারণ সভা ও নির্বাচন শেষে সাফ অনূর্ধ্ব-১৬ চ্যাম্পিয়ন দলের কোচ গোলাম জিলানী ও এএফসি অনূর্ধ্ব-১৪ মহিলা ফুটবলের আঞ্চলিক চ্যাম্পিয়ন দলের গোলাম রব্বানীকে সম্মাননা জানিয়েছে কোচেস অ্যাসোসিয়েশন।,ও
অনুলিখন: শফিক আল মামুন।,আল
তাজউদ্দীন আহমদ তখন অর্থ ও পাটমন্ত্রী।,ও
"তথ্য ও ছবি আদান-প্রদান করছে, মারপিটের নির্দেশ দিচ্ছে অনলাইন বার্তায়।",ও
সংঘর্ষের একপর্যায়ে আওয়ামী লীগের কার্যালয় ও বিপণিকেন্দ্রে হামলা ও ভাঙচুর করেছে হরতালের সমর্থকেরা।,ও
একীভূত শিক্ষার ব্যাপক বিস্তারের জন্য জনপ্রতিনিধি ও স্থানীয় সংগঠনগুলোর সঙ্গে ঘনিষ্ঠভাবে কাজ করার ওপর বিশেষ গুরুত্ব দেওয়া প্রয়োজন।,ও
এদিকে চট্টগ্রাম মেডিকেল কলেজ হাসপাতাল এবং ফৌজদারহাটের বিআইটিআইডি হাসপাতালে অজ্ঞাত রোগে চিকিৎসাধীন শিশুদের শারীরিক অবস্থা ভালোর দিকে বলে জানান চট্টগ্রাম জেলা সিভিল সার্জন আজিজুর রহমান সিদ্দিকী।,মেডিকেল
সে দিন উপকূল জনমানবশূন্য হয়ে গিয়েছিল।,সে
তার দুই প্রান্তজুড়ে সাত জোড়া সাম্পানের মাথা।,দুই
"এরূপ সিদ্ধান্ত পরিবেশবিরোধী শুধু নয়, গণবিরোধীও।",নয়
"তথ্যমন্ত্রী হাসানুল হক ইনু বলেছেন, বেগম খালেদা জিয়া গণতন্ত্রের সুযোগ নিয়ে যদি শহীদ ও মুক্তিযুদ্ধের ব্যাপারে এবং বঙ্গবন্ধুর ব্যাপারে আবোলতাবোল বকেন তাহলে ওনার জায়গা হবে পাগলা গারদে।",ও
উত্তর বঙ্গোপসাগরে অবস্থানরত মাছ ধরার নৌযানগুলোকে গভীর সাগরে না গিয়ে উপকূলের কাছাকাছি সাবধানে চলাচল করতে বলা হয়েছে।,না
মামলার এজাহারে ৮৫ জনের নাম উল্লেখ করে ৩৫০ ব্যক্তিকে আসামি করা হয়।,নাম
অথচ এ দুই জায়গায় ইটভাটা করা নিষিদ্ধ।,দুই
মেয়েদের লিগ হয় না বাংলাদেশে।,না
"তবে এবার অ্যানিমেশন নয়, সাধারণ চলচ্চিত্র হিসেবে।",এবার
এখন থেকে ফিল্ডিংয়ের সময় অভিনয় করলেই শাস্তি পাবে দল!নতুন নিয়ম কাজে লেগেছে দ্বিতীয় দিনেই।,সময়
তাঁদের তিন বছরের একটি সন্তান রয়েছে।,তিন
"তদন্ত কমিটি: ঘটনা তদন্তে রেল মন্ত্রণালয় অতিরিক্ত মহাপরিচালক মো. আমজাদ হোসেনকে প্রধান করে চার সদস্যের, রেলওয়ে পরিবহন বিভাগের পরিচালক মো. শফিকুর রহমানকে প্রধান করে পাঁচ সদস্যের, চিফ অপারেটিং সুপারিনটেনডেন্ট মিয়া জাহানকে প্রধান করে চার সদস্যের এবং সিরাজগঞ্জের অতিরিক্ত জেলা প্রশাসককে প্রধান করে পৃথক কমিটি গঠন করা হয়েছে।",কমিটি
এ সময় মোটরসাইকেলের দুই আরোহী পালিয়ে যান।,দুই
"বেলা তিনটার দিকে জাতীয় প্রেসক্লাবে আয়োজিত এক সংবাদ সম্মেলনে ফারহানা বলেন, তাঁর বাবা সিরাজুল ইসলাম ৯ এপ্রিল রাত ২টা ১০ মিনিটে বারডেম হাসপাতালে বমির সমস্যা নিয়ে ভর্তি হন।",এপ্রিল
